compartment_yeast,day,yeast,average_weighted_mtype
Cecum,21,Colletotrichum_cg_14_gca_000446055.Colletotrichum_gloeosporioides1,0.00024070088652461345
Cecum,21,Colletotrichum_gca_000696135.ASM69613v1,0.00022354628833560968
Cecum,21,Colletotrichum_gca_001563125.CSAL01,7.783548844713341e-05
Cecum,21,Colletotrichum_gca_001563135.CSIM01,0.00023242044165699852
Cecum,21,Colletotrichum_gca_001625285.Ci238704v1,0.00025215769571002673
Cecum,21,Colletotrichum_gca_001855235.ASM185523v1,0.00021323254399910034
Cecum,21,Colletotrichum_gca_001937105.ASM193710v1,0.00025290205891533095
Cecum,21,Cutaneotrichosporon_IBC0246_GCF_001027345.1,0.00023474906230170413
Cecum,21,Cyberlindnera_gca_001983305.ASM198330v1,0.0002259097951986452
Cecum,21,Cyberlindnera_nrrl_y_1542_gca_001661405.Cybja1,0.00022736366376437025
Cecum,21,Debaryomyces_CBS_789_GCF_001447935.1,0.00021744909613711437
Cecum,21,Diaporthe_gca_001006365.UCDDA912v1.0,0.00018128068569272843
Cecum,21,Eremothecium_DBVPG#7215_GCF_000235365.1,0.0002457078447304418
Cecum,21,Exidia_hhb12029_gca_001632375.Exigl1,0.00014293607747814226
Cecum,21,Fusarium_NRRL_13405_GCA_003012295.1,0.00021898592471785637
Cecum,21,Fusarium_NRRL_20438_GCA_003947045.1,0.00018097244875429875
Cecum,21,Fusarium_NRRL_3299_GCA_003012315.1,0.00022940086729010336
Cecum,21,Fusarium_f._sp._cepae_FoC_A23_GCA_003615075.1,0.0002036766995778954
Cecum,21,Fusarium_f_sp_radicis_lycopersici_26381_gca_000260155.FO_CL57_V1,0.00023883799612077136
Cecum,21,Fusarium_f_sp_vasinfectum_25433_gca_000260175.FO_Cotton_V1,0.000236244310506334
Cecum,21,Fusarium_gca_001292635.ASM129263v1,0.00020579327628683527
Cecum,21,Hyphopichia_nrrl_y_1933_gca_001661395.Hypbu1,0.0002239884638545561
Cecum,21,Malassezia_CBS_7877_GCA_003691605.1,0.00023733755508172186
Cecum,21,Metschnikovia_ICS1,0.00017493643155423646
Cecum,21,Mucor_f_circinelloides_1006phl_gca_000401635.Muco_sp_1006Ph_V1,0.00010405409687228598
Cecum,21,Penicillium_Wisconsin_54,0.00021736984527971807
Cecum,21,Penicillium_fm164_gca_000513255.PROQFM164_20130607,-0.0001538036894170711
Cecum,21,Penicillium_fm_013_gca_000513335.PCAMFM013_20131106,-4.6440113921155606e-05
Cecum,21,Penicillium_gca_000710275.ASM71027v1,0.00024371579899283292
Cecum,21,Penicillium_gca_000769735.ASM76973v1,8.586486270940012e-05
Cecum,21,Penicillium_gca_000769765.ASM76976v1,0.00023307991305613544
Cecum,21,Penicillium_gca_002016555.ASM201655v1,0.00023608370384493378
Cecum,21,Penicillium_gca_002072265.ASM207226v1,0.00023904913013344096
Cecum,21,Penicillium_gca_002072345.ASM207234v1,-0.0001564540342392696
Cecum,21,Penicillium_gca_002072375.ASM207237v1,0.0002088086249840108
Cecum,21,Purpureocillium_gca_001653265.ASM165326v1,0.0002564473702095579
Cecum,21,Purpureocillium_gca_003144605.ASM314460v1,0.00020876681672870527
Cecum,21,Rhizopus_CBS_357.93_GCA_003325435.1,0.00024432408764023597
Cecum,21,Rhizopus_gca_002083735.Rhimi_ATCC11559_1,0.0002397954617321837
Cecum,21,Rhizopus_ra_99_880_gca_000149305.RO3,0.0002531569532416292
Cecum,21,Rhodotorula_NBRC10032_GCA_007990605.1,0.0002449944514175616
Cecum,21,Rhodotorula_NP11_GCF_000320785.1,0.00020451655798816123
Cecum,21,Rhodotorula_UCD,0.00023845110796341648
Cecum,21,Rhodotorula_gca_001255795.IFO0880_HGAP3_v1,0.000248684512173001
Cecum,21,Rhodotorula_gca_002922495.ASM292249v1,0.0002456601379044482
Cecum,21,Saccharomyces_AWRI1631_GCA_000182175.1,0.00024440646051295895
Cecum,21,Saccharomyces_gca_001298625.SEUB3.0,0.00023756731560079403
Cecum,21,Saccharomyces_gca_001634645.GLBRCY22,5.603174446185131e-05
Cecum,21,Saccharomyces_vin13_gca_000190215.ScVIN13_v01,0.00028869975992978366
Cecum,21,Saccharomyces_vl3_gca_000190235.ScVL3_v01,0.0002138288886919843
Cecum,21,Saccharomyces_yjm1078_gca_000975645.Sc_YJM1078_v1,0.00024013692914999157
Cecum,21,Saccharomyces_yjm1202_gca_000976785.Sc_YJM1202_v1,0.00021672156525096492
Cecum,21,Saccharomyces_yjm1208_gca_000976815.Sc_YJM1208_v1,0.0002286538110805813
Cecum,21,Saccharomyces_yjm1242_gca_000976845.Sc_YJM1242_v1,0.00021450145638767618
Cecum,21,Saccharomyces_yjm1244_gca_000976875.Sc_YJM1244_v1,0.00022541469880492114
Cecum,21,Saccharomyces_yjm1307_gca_000977055.Sc_YJM1307_v1,0.00022967288253226937
Cecum,21,Saccharomyces_yjm1332_gca_000977145.Sc_YJM1332_v1,0.00023353911980294377
Cecum,21,Saccharomyces_yjm1338_gca_000977205.Sc_YJM1338_v1,0.00025639657123132395
Cecum,21,Saccharomyces_yjm1355_gca_000977295.Sc_YJM1355_v1,0.0001811362314533093
Cecum,21,Saccharomyces_yjm1415_gca_000977685.Sc_YJM1415_v1,0.00021922966778570345
Cecum,21,Saccharomyces_yjm1444_gca_000977925.Sc_YJM1444_v1,0.00010267403110573675
Cecum,21,Saccharomyces_yjm1450_gca_000977985.Sc_YJM1450_v1,0.00020970308891827196
Cecum,21,Saccharomyces_yjm1460_gca_000978015.Sc_YJM1460_v1,0.0002552016889825523
Cecum,21,Saccharomyces_yjm1526_gca_000978165.Sc_YJM1526_v1,0.00024218456206871473
Cecum,21,Saccharomyces_yjm1527_gca_000978195.Sc_YJM1527_v1,0.00023414014850101
Cecum,21,Saccharomyces_yjm1592_gca_000978315.Sc_YJM1592_v1,0.0002478467299992132
Cecum,21,Saccharomyces_yjm1615_gca_000978345.Sc_YJM1615_v1,0.0002199647363367454
Cecum,21,Saccharomyces_yjm193_gca_000975765.Sc_YJM193_v1,0.00027777564825159505
Cecum,21,Saccharomyces_yjm451_gca_000976005.Sc_YJM451_v1,0.00022421264884535852
Cecum,21,Saccharomyces_yjm555_gca_000976185.Sc_YJM555_v1,0.00023548162388594023
Cecum,21,Saccharomyces_yjm969_gca_000976395.Sc_YJM969_v1,0.00022749021184177056
Cecum,21,Saccharomyces_yjm972_gca_000976425.Sc_YJM972_v1,0.00020520578140672242
Cecum,21,Talaromyces_ATCC_10500_GCF_000003125.1,0.00024016498390987937
Cecum,21,Talaromyces_pm1_gca_000750115.ASM75011v1,0.00026359952026717596
Cecum,21,Trichoderma_cbs_433_97_gca_003025105.Trias_v._1.0,0.00020157459706873608
Cecum,21,Trichoderma_gca_002022785.ASM202278v1,0.00021922068245010622
Cecum,21,Trichoderma_gca_003025115.Trici_v4.0,0.00016726954703673468
Cecum,21,Wickerhamomyces_NRRL_Y,0.00021289903736101303
Cecum,35,Alternaria_FERA_1082_GCA_004154745.1,7.191328611462335e-05
Cecum,35,Alternaria_FERA_1164_GCA_004156015.1,-0.0002324860940537718
Cecum,35,Alternaria_FERA_1177_GCA_004154755.1,-0.00024714873134400715
Cecum,35,Alternaria_FERA_24350_GCA_004154735.1,-0.0005336961962382888
Cecum,35,Alternaria_FERA_635_GCA_004168565.1,2.661225024720505e-05
Cecum,35,Alternaria_MG1_GCA_003574525.1,0.00023727378910673124
Cecum,35,Aspergillus_100_8_gca_000691885.Aspergillus_oryzae_100,0.00024545755277622695
Cecum,35,Aspergillus_3_042_gca_000269785.AspOry3042,0.0001306598850233152
Cecum,35,Aspergillus_ATCC_13496_GCA_003344705.1,0.00017220003249423347
Cecum,35,Aspergillus_ATCC_16872_GCF_001890905.1,0.00025896185307417417
Cecum,35,Aspergillus_CA14_GCA_003709025.1,0.00016285631816666726
Cecum,35,Aspergillus_CBS_101883_GCF_003184595.1,-0.0003363778781526259
Cecum,35,Aspergillus_CBS_101889_GCA_003184865.1,-2.7472307135615464e-05
Cecum,35,Aspergillus_CBS_114.51_GCF_003184785.1,0.00025251793710161555
Cecum,35,Aspergillus_CBS_117626_GCA_009193485.1,-9.150930262108319e-05
Cecum,35,Aspergillus_CBS_121591_GCF_003184745.1,-8.745799728001288e-06
Cecum,35,Aspergillus_CBS_130017_GCA_009193525.1,0.00016282298209276285
Cecum,35,Aspergillus_CBS_139.54b_GCF_003344945.1,0.00018160778119130863
Cecum,35,Aspergillus_CBS_313.89_GCA_003184825.1,0.00031794428235797637
Cecum,35,Aspergillus_CBS_553.77_GCA_009193565.1,0.00011620138380466956
Cecum,35,Aspergillus_CBS_763.97_GCA_009193585.1,0.0001976829586073028
Cecum,35,Aspergillus_HMR_AF_1038_GCA_002234975.2,-4.778136802457778e-05
Cecum,35,Aspergillus_HMR_AF_23_GCA_002234965.2,0.00010291749890259459
Cecum,35,Aspergillus_IBT_18842_GCA_009193465.1,0.0002919705826341765
Cecum,35,Aspergillus_IBT_28561_GCF_002847485.1,9.089830063420492e-07
Cecum,35,Aspergillus_IBT_29228_GCA_009193595.1,0.00019535065931556813
Cecum,35,Aspergillus_IFM_58123_GCA_003850985.1,0.0001958307182303947
Cecum,35,Aspergillus_NIH2624_GCF_000149615.1,0.00019938738671587133
Cecum,35,Aspergillus_NRRL3357_GCF_000006275.2,0.0002133697545142102
Cecum,35,Aspergillus_RIB40_GCF_000184455.2,0.00016136265498743155
Cecum,35,Aspergillus_af70_gca_000952835.ASM95283v1,2.9346752950190908e-05
Cecum,35,Aspergillus_atcc_1015_gca_000230395.ASPNI_v3.0,0.0001717594302989471
Cecum,35,Aspergillus_cbs_101740_gca_001889945.Aspbr1,0.00038867482124812505
Cecum,35,Aspergillus_cbs_113365_gca_003184925.Aspvad1,8.350870032885421e-05
Cecum,35,Aspergillus_cbs_115572_gca_003184525.Aspscl1,0.0001885693150224596
Cecum,35,Aspergillus_cbs_134_48_gca_001890745.Asptu1,0.0001172754495905503
Cecum,35,Aspergillus_cbs_583_65_gca_001890125.Aspve1,6.670325369619223e-05
Cecum,35,Aspergillus_dto_134e9_gca_001890725.Aspwe1,0.0002450038407842768
Cecum,35,Aspergillus_gca_001515345.ASM151534v1,-0.0004965272981817588
Cecum,35,Aspergillus_gca_001717485.ASM171748v1,5.9493650079564663e-05
Cecum,35,Aspergillus_gca_002234965.ASM223496v1,-0.00019136400234940324
Cecum,35,Aspergillus_ibt_23096_gca_002849105.Aspste1,9.832192778192499e-05
Cecum,35,Aspergillus_z5_gca_001029325.ASM102932v1,0.00018025226007627084
Cecum,35,Aureobasidium_EXF,0.00027033873391271463
Cecum,35,Aureobasidium_cbs_110374_gca_000721775.Aureobasidium_pullulans_var._melanogenum_CBS_110374_v1.0,0.00022022492035118286
Cecum,35,Candida_ATCC_20962_GCA_003327735.1,8.449827760136283e-05
Cecum,35,Candida_p60002_gca_000784525.Cand_albi_P60002_V1,0.00011913106817331814
Cecum,35,Cercospora_gca_002933655.Cbert_1,0.00021314515372376495
Cecum,35,Clavispora_P2_GCA_009498075.1,0.0002176056713101823
Cecum,35,Clavispora_P4_GCA_009498135.1,0.00022994489191556467
Cecum,35,Clavispora_P5_GCA_009498115.1,0.00020282808144149401
Cecum,35,Colletotrichum_CBS_518.97_GCA_004367935.1,0.00024132622729785386
Cecum,35,Colletotrichum_M1.001_GCF_000149035.1,-9.45534500113585e-05
Cecum,35,Colletotrichum_MAFF305635,0.00018948958662913043
Cecum,35,Colletotrichum_MAFF_240422_104,0.00016387872417108205
Cecum,35,Colletotrichum_cg_14_gca_000446055.Colletotrichum_gloeosporioides1,-0.00019478440108955595
Cecum,35,Colletotrichum_gca_000696135.ASM69613v1,-0.0001369269588415783
Cecum,35,Colletotrichum_gca_001563125.CSAL01,9.666065729531645e-06
Cecum,35,Colletotrichum_gca_001563135.CSIM01,0.00019660214359668778
Cecum,35,Colletotrichum_gca_001625285.Ci238704v1,-0.0004772913312717493
Cecum,35,Colletotrichum_gca_001855235.ASM185523v1,0.0001550505300135938
Cecum,35,Colletotrichum_gca_001937105.ASM193710v1,0.00025235516322840595
Cecum,35,Cutaneotrichosporon_IBC0246_GCF_001027345.1,0.0001861696429272652
Cecum,35,Cyberlindnera_gca_001983305.ASM198330v1,0.000205077228240604
Cecum,35,Cyberlindnera_nrrl_y_1542_gca_001661405.Cybja1,0.00024884304029554907
Cecum,35,Debaryomyces_CBS_789_GCF_001447935.1,9.406980160080736e-05
Cecum,35,Diaporthe_gca_001006365.UCDDA912v1.0,0.00020134501842675607
Cecum,35,Eremothecium_DBVPG#7215_GCF_000235365.1,0.0005712144742467171
Cecum,35,Exidia_hhb12029_gca_001632375.Exigl1,0.00016212824956849596
Cecum,35,Fusarium_NRRL_13405_GCA_003012295.1,0.00010751987241267595
Cecum,35,Fusarium_NRRL_20438_GCA_003947045.1,0.00024873163678916776
Cecum,35,Fusarium_NRRL_3299_GCA_003012315.1,0.00018298548265938803
Cecum,35,Fusarium_f._sp._cepae_FoC_A23_GCA_003615075.1,1.9827446576884106e-05
Cecum,35,Fusarium_f_sp_radicis_lycopersici_26381_gca_000260155.FO_CL57_V1,0.0002809786046851605
Cecum,35,Fusarium_f_sp_vasinfectum_25433_gca_000260175.FO_Cotton_V1,0.00024227639675790234
Cecum,35,Fusarium_gca_001292635.ASM129263v1,-2.6082136298805676e-05
Cecum,35,Hyphopichia_nrrl_y_1933_gca_001661395.Hypbu1,0.00015429495736166558
Cecum,35,Malassezia_CBS_7877_GCA_003691605.1,0.00022985640677742125
Cecum,35,Metschnikovia_ICS1,0.00022825584937010947
Cecum,35,Mucor_f_circinelloides_1006phl_gca_000401635.Muco_sp_1006Ph_V1,0.00022833178735850933
Cecum,35,Penicillium_Wisconsin_54,0.0002201743818199951
Cecum,35,Penicillium_fm164_gca_000513255.PROQFM164_20130607,-6.228095524993938e-05
Cecum,35,Penicillium_fm_013_gca_000513335.PCAMFM013_20131106,0.00022110677461471067
Cecum,35,Penicillium_gca_000710275.ASM71027v1,0.00019280036902892918
Cecum,35,Penicillium_gca_000769735.ASM76973v1,0.00015951977149723519
Cecum,35,Penicillium_gca_000769765.ASM76976v1,0.00011446343521592896
Cecum,35,Penicillium_gca_002016555.ASM201655v1,0.00017340652315367796
Cecum,35,Penicillium_gca_002072265.ASM207226v1,-4.800694630623239e-05
Cecum,35,Penicillium_gca_002072345.ASM207234v1,0.00023172987275900636
Cecum,35,Penicillium_gca_002072375.ASM207237v1,0.00039568672043537175
Cecum,35,Purpureocillium_gca_001653265.ASM165326v1,0.00010737853653339394
Cecum,35,Purpureocillium_gca_003144605.ASM314460v1,0.00014238593336748454
Cecum,35,Rhizopus_CBS_357.93_GCA_003325435.1,0.00018572043314007904
Cecum,35,Rhizopus_gca_002083735.Rhimi_ATCC11559_1,0.00021028145175618272
Cecum,35,Rhizopus_ra_99_880_gca_000149305.RO3,0.00013631258378762843
Cecum,35,Rhodotorula_NBRC10032_GCA_007990605.1,0.00017799756485175586
Cecum,35,Rhodotorula_NP11_GCF_000320785.1,-0.00017919338035824635
Cecum,35,Rhodotorula_UCD,-4.6581029004776615e-05
Cecum,35,Rhodotorula_gca_001255795.IFO0880_HGAP3_v1,-9.091887878980059e-05
Cecum,35,Rhodotorula_gca_002922495.ASM292249v1,-0.00016722170910067936
Cecum,35,Saccharomyces_AWRI1631_GCA_000182175.1,0.00021962795548824353
Cecum,35,Saccharomyces_gca_001298625.SEUB3.0,-7.27869342459402e-05
Cecum,35,Saccharomyces_gca_001634645.GLBRCY22,0.00014004077756889956
Cecum,35,Saccharomyces_vin13_gca_000190215.ScVIN13_v01,0.00014932138113803558
Cecum,35,Saccharomyces_vl3_gca_000190235.ScVL3_v01,-0.00012825356267602575
Cecum,35,Saccharomyces_yjm1078_gca_000975645.Sc_YJM1078_v1,0.0001515959647460642
Cecum,35,Saccharomyces_yjm1202_gca_000976785.Sc_YJM1202_v1,0.00025310280865845503
Cecum,35,Saccharomyces_yjm1208_gca_000976815.Sc_YJM1208_v1,0.00018659863962024143
Cecum,35,Saccharomyces_yjm1242_gca_000976845.Sc_YJM1242_v1,0.0005820367041871471
Cecum,35,Saccharomyces_yjm1244_gca_000976875.Sc_YJM1244_v1,4.1791026755796475e-06
Cecum,35,Saccharomyces_yjm1307_gca_000977055.Sc_YJM1307_v1,0.00020885229201970801
Cecum,35,Saccharomyces_yjm1332_gca_000977145.Sc_YJM1332_v1,0.00020296487507055134
Cecum,35,Saccharomyces_yjm1338_gca_000977205.Sc_YJM1338_v1,0.0002205055321741016
Cecum,35,Saccharomyces_yjm1355_gca_000977295.Sc_YJM1355_v1,-1.7936287486372946e-05
Cecum,35,Saccharomyces_yjm1415_gca_000977685.Sc_YJM1415_v1,0.00019416164131435108
Cecum,35,Saccharomyces_yjm1444_gca_000977925.Sc_YJM1444_v1,0.00016605756010465138
Cecum,35,Saccharomyces_yjm1450_gca_000977985.Sc_YJM1450_v1,0.00016354798678285115
Cecum,35,Saccharomyces_yjm1460_gca_000978015.Sc_YJM1460_v1,0.00020121250209110687
Cecum,35,Saccharomyces_yjm1526_gca_000978165.Sc_YJM1526_v1,1.554978446236312e-05
Cecum,35,Saccharomyces_yjm1527_gca_000978195.Sc_YJM1527_v1,-5.6619676434240355e-06
Cecum,35,Saccharomyces_yjm1592_gca_000978315.Sc_YJM1592_v1,0.00015411893995777355
Cecum,35,Saccharomyces_yjm1615_gca_000978345.Sc_YJM1615_v1,0.00010520443588813334
Cecum,35,Saccharomyces_yjm193_gca_000975765.Sc_YJM193_v1,-1.0581603883142387e-05
Cecum,35,Saccharomyces_yjm451_gca_000976005.Sc_YJM451_v1,0.00022376920113887055
Cecum,35,Saccharomyces_yjm555_gca_000976185.Sc_YJM555_v1,0.00015516938070597196
Cecum,35,Saccharomyces_yjm969_gca_000976395.Sc_YJM969_v1,-0.00044141529527606105
Cecum,35,Saccharomyces_yjm972_gca_000976425.Sc_YJM972_v1,0.0001158161213251349
Cecum,35,Talaromyces_ATCC_10500_GCF_000003125.1,0.0002367109613321121
Cecum,35,Talaromyces_pm1_gca_000750115.ASM75011v1,0.00016875572958298117
Cecum,35,Trichoderma_cbs_433_97_gca_003025105.Trias_v._1.0,0.00013662996427256418
Cecum,35,Trichoderma_gca_002022785.ASM202278v1,0.0002146728585564647
Cecum,35,Trichoderma_gca_003025115.Trici_v4.0,0.0001756131811318382
Cecum,35,Wickerhamomyces_NRRL_Y,0.0003826054858850224
Duodenum,7,Alternaria_FERA_1082_GCA_004154745.1,0.001115908069651562
Duodenum,7,Alternaria_FERA_1164_GCA_004156015.1,0.0008958259226518309
Duodenum,7,Alternaria_FERA_1177_GCA_004154755.1,0.0005529144942090469
Duodenum,7,Alternaria_FERA_24350_GCA_004154735.1,0.0012032167236474666
Duodenum,7,Alternaria_FERA_635_GCA_004168565.1,-0.00017436525749838763
Duodenum,7,Alternaria_MG1_GCA_003574525.1,4.2581251713138456e-05
Duodenum,7,Aspergillus_100_8_gca_000691885.Aspergillus_oryzae_100,3.877757647223603e-05
Duodenum,7,Aspergillus_3_042_gca_000269785.AspOry3042,0.00011815017898921607
Duodenum,7,Aspergillus_ATCC_13496_GCA_003344705.1,-0.0004938008695779686
Duodenum,7,Aspergillus_ATCC_16872_GCF_001890905.1,0.000600140555023976
Duodenum,7,Aspergillus_CA14_GCA_003709025.1,-0.00016218639595446294
Duodenum,7,Aspergillus_CBS_101883_GCF_003184595.1,-0.00021961407834695867
Duodenum,7,Aspergillus_CBS_101889_GCA_003184865.1,-4.9002514631233645e-06
Duodenum,7,Aspergillus_CBS_114.51_GCF_003184785.1,9.432225223276253e-05
Duodenum,7,Aspergillus_CBS_117626_GCA_009193485.1,0.0009878191788985048
Duodenum,7,Aspergillus_CBS_121591_GCF_003184745.1,2.822920595279168e-06
Duodenum,7,Aspergillus_CBS_130017_GCA_009193525.1,0.0009714838939910708
Duodenum,7,Aspergillus_CBS_139.54b_GCF_003344945.1,0.0008023254432387915
Duodenum,7,Aspergillus_CBS_313.89_GCA_003184825.1,0.00023918599947220993
Duodenum,7,Aspergillus_CBS_553.77_GCA_009193565.1,0.00029376145597397735
Duodenum,7,Aspergillus_CBS_763.97_GCA_009193585.1,0.0010007684188056093
Duodenum,7,Aspergillus_HMR_AF_1038_GCA_002234975.2,-0.0007087737429601581
Duodenum,7,Aspergillus_HMR_AF_23_GCA_002234965.2,0.00040559165464661606
Duodenum,7,Aspergillus_IBT_18842_GCA_009193465.1,0.000581563583905225
Duodenum,7,Aspergillus_IBT_28561_GCF_002847485.1,0.00011342525833668404
Duodenum,7,Aspergillus_IBT_29228_GCA_009193595.1,-0.00028393522933091995
Duodenum,7,Aspergillus_IFM_58123_GCA_003850985.1,0.0008893358400626641
Duodenum,7,Aspergillus_NIH2624_GCF_000149615.1,7.746316615428646e-05
Duodenum,7,Aspergillus_NRRL3357_GCF_000006275.2,0.00020939543166927335
Duodenum,7,Aspergillus_RIB40_GCF_000184455.2,0.00013044892776910134
Duodenum,7,Aspergillus_af70_gca_000952835.ASM95283v1,7.228910814036785e-05
Duodenum,7,Aspergillus_atcc_1015_gca_000230395.ASPNI_v3.0,0.0008554007697498295
Duodenum,7,Aspergillus_cbs_101740_gca_001889945.Aspbr1,9.401802660657551e-05
Duodenum,7,Aspergillus_cbs_113365_gca_003184925.Aspvad1,-0.00025902009603152263
Duodenum,7,Aspergillus_cbs_115572_gca_003184525.Aspscl1,8.823393665350987e-06
Duodenum,7,Aspergillus_cbs_134_48_gca_001890745.Asptu1,-0.0004305966910678049
Duodenum,7,Aspergillus_cbs_583_65_gca_001890125.Aspve1,0.000881780944775067
Duodenum,7,Aspergillus_dto_134e9_gca_001890725.Aspwe1,0.0001410086017775416
Duodenum,7,Aspergillus_gca_001515345.ASM151534v1,-0.0006258932137096855
Duodenum,7,Aspergillus_gca_001717485.ASM171748v1,6.789805084763105e-06
Duodenum,7,Aspergillus_gca_002234965.ASM223496v1,0.00013673391141117106
Duodenum,7,Aspergillus_ibt_23096_gca_002849105.Aspste1,-0.00018981623114229005
Duodenum,7,Aspergillus_z5_gca_001029325.ASM102932v1,-4.037125306869692e-05
Duodenum,7,Aureobasidium_EXF,-0.0005865773476476107
Duodenum,7,Aureobasidium_cbs_110374_gca_000721775.Aureobasidium_pullulans_var._melanogenum_CBS_110374_v1.0,-3.6266203334274644e-05
Duodenum,7,Candida_ATCC_20962_GCA_003327735.1,-0.00014514317923110815
Duodenum,7,Candida_p60002_gca_000784525.Cand_albi_P60002_V1,0.0003313610577009891
Duodenum,7,Cercospora_gca_002933655.Cbert_1,0.00013424055879615344
Duodenum,7,Clavispora_P2_GCA_009498075.1,0.0010603588420985907
Duodenum,7,Clavispora_P4_GCA_009498135.1,0.0008128082004173177
Duodenum,7,Clavispora_P5_GCA_009498115.1,-6.540302272491415e-05
Duodenum,7,Colletotrichum_CBS_518.97_GCA_004367935.1,0.0003284398573072699
Duodenum,7,Colletotrichum_M1.001_GCF_000149035.1,0.0006105628701785243
Duodenum,7,Colletotrichum_MAFF305635,0.0008738973942623057
Duodenum,7,Colletotrichum_MAFF_240422_104,-0.0001437691064127086
Duodenum,7,Colletotrichum_cg_14_gca_000446055.Colletotrichum_gloeosporioides1,0.0002467522321849238
Duodenum,7,Colletotrichum_gca_000696135.ASM69613v1,-0.00034265610454874905
Duodenum,7,Colletotrichum_gca_001563125.CSAL01,0.00032205658110481664
Duodenum,7,Colletotrichum_gca_001563135.CSIM01,0.0010759784866991912
Duodenum,7,Colletotrichum_gca_001625285.Ci238704v1,9.718900789137655e-05
Duodenum,7,Colletotrichum_gca_001855235.ASM185523v1,-0.0006029553247074332
Duodenum,7,Colletotrichum_gca_001937105.ASM193710v1,0.0007594793230079822
Duodenum,7,Cutaneotrichosporon_IBC0246_GCF_001027345.1,0.00039348048080845157
Duodenum,7,Cyberlindnera_gca_001983305.ASM198330v1,-7.149708288429201e-05
Duodenum,7,Cyberlindnera_nrrl_y_1542_gca_001661405.Cybja1,-0.0006029705694280129
Duodenum,7,Debaryomyces_CBS_789_GCF_001447935.1,0.0012560365297406945
Duodenum,7,Diaporthe_gca_001006365.UCDDA912v1.0,-0.00023310180619103902
Duodenum,7,Eremothecium_DBVPG#7215_GCF_000235365.1,0.0002926261241008369
Duodenum,7,Exidia_hhb12029_gca_001632375.Exigl1,0.0010936689366857343
Duodenum,7,Fusarium_NRRL_13405_GCA_003012295.1,0.0007627140451641426
Duodenum,7,Fusarium_NRRL_20438_GCA_003947045.1,-0.0004039301807461323
Duodenum,7,Fusarium_NRRL_3299_GCA_003012315.1,-0.00021743709494528556
Duodenum,7,Fusarium_f._sp._cepae_FoC_A23_GCA_003615075.1,-0.000669220918088285
Duodenum,7,Fusarium_f_sp_radicis_lycopersici_26381_gca_000260155.FO_CL57_V1,0.0010410520984878277
Duodenum,7,Fusarium_f_sp_vasinfectum_25433_gca_000260175.FO_Cotton_V1,-0.0005475136626757552
Duodenum,7,Fusarium_gca_001292635.ASM129263v1,0.0007845444083796081
Duodenum,7,Hyphopichia_nrrl_y_1933_gca_001661395.Hypbu1,0.0002841121952146729
Duodenum,7,Malassezia_CBS_7877_GCA_003691605.1,-4.968519072306006e-05
Duodenum,7,Metschnikovia_ICS1,5.257132612811681e-05
Duodenum,7,Mucor_f_circinelloides_1006phl_gca_000401635.Muco_sp_1006Ph_V1,0.0011738914858060718
Duodenum,7,Penicillium_Wisconsin_54,-0.0004503195982354716
Duodenum,7,Penicillium_fm164_gca_000513255.PROQFM164_20130607,0.00014486873614690164
Duodenum,7,Penicillium_fm_013_gca_000513335.PCAMFM013_20131106,0.000723191728700888
Duodenum,7,Penicillium_gca_000710275.ASM71027v1,-0.0006656931994623909
Duodenum,7,Penicillium_gca_000769735.ASM76973v1,-0.0004747446605165022
Duodenum,7,Penicillium_gca_000769765.ASM76976v1,-0.00015026652416781107
Duodenum,7,Penicillium_gca_002016555.ASM201655v1,7.054270538513242e-05
Duodenum,7,Penicillium_gca_002072265.ASM207226v1,0.0011044429003234746
Duodenum,7,Penicillium_gca_002072345.ASM207234v1,-0.0003745324091964074
Duodenum,7,Penicillium_gca_002072375.ASM207237v1,0.001083014401552727
Duodenum,7,Purpureocillium_gca_001653265.ASM165326v1,-3.097895418026679e-05
Duodenum,7,Purpureocillium_gca_003144605.ASM314460v1,0.00017375720461745625
Duodenum,7,Rhizopus_CBS_357.93_GCA_003325435.1,0.0004033297066867485
Duodenum,7,Rhizopus_gca_002083735.Rhimi_ATCC11559_1,0.00010872782872212774
Duodenum,7,Rhizopus_ra_99_880_gca_000149305.RO3,0.0003562884455954829
Duodenum,7,Rhodotorula_NBRC10032_GCA_007990605.1,0.00031982278564830514
Duodenum,7,Rhodotorula_NP11_GCF_000320785.1,6.194542820774565e-05
Duodenum,7,Rhodotorula_UCD,0.0002583242322213092
Duodenum,7,Rhodotorula_gca_001255795.IFO0880_HGAP3_v1,-0.00037759957721379624
Duodenum,7,Rhodotorula_gca_002922495.ASM292249v1,0.0008452436156999911
Duodenum,7,Saccharomyces_AWRI1631_GCA_000182175.1,9.042639717359458e-05
Duodenum,7,Saccharomyces_gca_001298625.SEUB3.0,-0.0002504016395102966
Duodenum,7,Saccharomyces_gca_001634645.GLBRCY22,0.00022468205354291858
Duodenum,7,Saccharomyces_vin13_gca_000190215.ScVIN13_v01,0.00029584671260002527
Duodenum,7,Saccharomyces_vl3_gca_000190235.ScVL3_v01,-0.00047333332597603386
Duodenum,7,Saccharomyces_yjm1078_gca_000975645.Sc_YJM1078_v1,0.000990988332467449
Duodenum,7,Saccharomyces_yjm1202_gca_000976785.Sc_YJM1202_v1,0.0008677921938823953
Duodenum,7,Saccharomyces_yjm1208_gca_000976815.Sc_YJM1208_v1,0.0008528517695064461
