sample_id,Strain,Relative Change
Cecum_Day1,Aspergillus_gca_001515345.ASM151534v1,0.10437263633978366
Cecum_Day21,Aspergillus_gca_001515345.ASM151534v1,0.10764393671531503
Cecum_Day35,Aspergillus_gca_001515345.ASM151534v1,-0.18317878761988182
Cecum_Day7,Aspergillus_gca_001515345.ASM151534v1,0.03711042101512918
Duodenum_Day21,Aspergillus_gca_001515345.ASM151534v1,-0.032973761695286985
Duodenum_Day35,Aspergillus_gca_001515345.ASM151534v1,0.0646512007793385
Duodenum_Day7,Aspergillus_gca_001515345.ASM151534v1,-0.14825187159314535
Feces_Day1,Aspergillus_gca_001515345.ASM151534v1,-0.17798157713128582
Feces_Day21,Aspergillus_gca_001515345.ASM151534v1,0.3584010312931132
Feces_Day35,Aspergillus_gca_001515345.ASM151534v1,0.0756341991188818
Feces_Day7,Aspergillus_gca_001515345.ASM151534v1,-0.5069997254661118
Cecum_Day1,Aspergillus_gca_001717485.ASM171748v1,-0.44542750976159073
Cecum_Day21,Aspergillus_gca_001717485.ASM171748v1,0.3288022955156338
Cecum_Day35,Aspergillus_gca_001717485.ASM171748v1,0.6777407103130837
Cecum_Day7,Aspergillus_gca_001717485.ASM171748v1,0.2157094421251884
Duodenum_Day21,Aspergillus_gca_001717485.ASM171748v1,0.019314864504052398
Duodenum_Day35,Aspergillus_gca_001717485.ASM171748v1,-0.011136144008346616
Duodenum_Day7,Aspergillus_gca_001717485.ASM171748v1,-0.06550347378892285
Feces_Day1,Aspergillus_gca_001717485.ASM171748v1,-0.3234725860061012
Feces_Day21,Aspergillus_gca_001717485.ASM171748v1,0.20386952958963178
Feces_Day35,Aspergillus_gca_001717485.ASM171748v1,0.2866481952306308
Feces_Day7,Aspergillus_gca_001717485.ASM171748v1,-0.5068682421374768
Cecum_Day1,Aspergillus_gca_002234965.ASM223496v1,-0.0803951476929603
Cecum_Day21,Aspergillus_gca_002234965.ASM223496v1,0.2802660084156039
Cecum_Day35,Aspergillus_gca_002234965.ASM223496v1,0.398370875646038
Cecum_Day7,Aspergillus_gca_002234965.ASM223496v1,-0.17652444264206313
Duodenum_Day21,Aspergillus_gca_002234965.ASM223496v1,-0.006038790590507492
Duodenum_Day35,Aspergillus_gca_002234965.ASM223496v1,0.0312839498030546
Duodenum_Day7,Aspergillus_gca_002234965.ASM223496v1,-0.04503724623369498
Feces_Day1,Aspergillus_gca_002234965.ASM223496v1,-0.019034976652012148
Feces_Day21,Aspergillus_gca_002234965.ASM223496v1,0.1978129797427859
Feces_Day35,Aspergillus_gca_002234965.ASM223496v1,-0.31570463596316256
Feces_Day7,Aspergillus_gca_002234965.ASM223496v1,-0.5214058535144566
Cecum_Day1,Aspergillus_gca_002234975.ASM223497v1,0.1056575835673268
Cecum_Day21,Aspergillus_gca_002234975.ASM223497v1,0.2720441743959898
Cecum_Day35,Aspergillus_gca_002234975.ASM223497v1,0.7469241509872384
Cecum_Day7,Aspergillus_gca_002234975.ASM223497v1,0.036685691458207215
Duodenum_Day21,Aspergillus_gca_002234975.ASM223497v1,-0.0042952514648488815
Duodenum_Day35,Aspergillus_gca_002234975.ASM223497v1,-0.19484108680923784
Duodenum_Day7,Aspergillus_gca_002234975.ASM223497v1,-0.18366462990495735
Feces_Day1,Aspergillus_gca_002234975.ASM223497v1,0.0869630255825582
Feces_Day21,Aspergillus_gca_002234975.ASM223497v1,0.29841388835986526
Feces_Day35,Aspergillus_gca_002234975.ASM223497v1,0.15176909807019312
Feces_Day7,Aspergillus_gca_002234975.ASM223497v1,-0.5617845157984089
Cecum_Day1,Aspergillus_gca_002237265.ASM223726v1,0.1035806170530873
Cecum_Day21,Aspergillus_gca_002237265.ASM223726v1,0.30717072770766807
Cecum_Day35,Aspergillus_gca_002237265.ASM223726v1,0.7121616118306482
Cecum_Day7,Aspergillus_gca_002237265.ASM223726v1,-0.01806846050379174
Duodenum_Day21,Aspergillus_gca_002237265.ASM223726v1,-0.02290827679432672
Duodenum_Day35,Aspergillus_gca_002237265.ASM223726v1,0.02436917131366867
Duodenum_Day7,Aspergillus_gca_002237265.ASM223726v1,-0.0912302920632948
Feces_Day1,Aspergillus_gca_002237265.ASM223726v1,-0.27367523169384134
Feces_Day21,Aspergillus_gca_002237265.ASM223726v1,-0.3103249054659125
Feces_Day35,Aspergillus_gca_002237265.ASM223726v1,-0.17432637848618993
Feces_Day7,Aspergillus_gca_002237265.ASM223726v1,-0.6333837481114397
Cecum_Day1,Aspergillus_gca_002847045.Aspcand1,-0.07410821732336581
Cecum_Day21,Aspergillus_gca_002847045.Aspcand1,0.33492937088877417
Cecum_Day35,Aspergillus_gca_002847045.Aspcand1,0.7928505718538641
Cecum_Day7,Aspergillus_gca_002847045.Aspcand1,-0.002114748759797669
Duodenum_Day21,Aspergillus_gca_002847045.Aspcand1,0.11818669580039298
Duodenum_Day35,Aspergillus_gca_002847045.Aspcand1,0.06668806364062574
Duodenum_Day7,Aspergillus_gca_002847045.Aspcand1,-0.06344295626258267
Feces_Day1,Aspergillus_gca_002847045.Aspcand1,-0.24221363559452413
Feces_Day21,Aspergillus_gca_002847045.Aspcand1,0.04956565999203999
Feces_Day35,Aspergillus_gca_002847045.Aspcand1,0.42415182528750606
Feces_Day7,Aspergillus_gca_002847045.Aspcand1,-0.5100625116652733
Cecum_Day1,Aspergillus_HMR_AF_1038_GCA_002234975.2,0.10723929051385284
Cecum_Day21,Aspergillus_HMR_AF_1038_GCA_002234975.2,0.1651718606366348
Cecum_Day35,Aspergillus_HMR_AF_1038_GCA_002234975.2,0.5557198873816602
Cecum_Day7,Aspergillus_HMR_AF_1038_GCA_002234975.2,0.04515901937861311
Duodenum_Day21,Aspergillus_HMR_AF_1038_GCA_002234975.2,-0.06577574638369876
Duodenum_Day35,Aspergillus_HMR_AF_1038_GCA_002234975.2,-0.14398099839444423
Duodenum_Day7,Aspergillus_HMR_AF_1038_GCA_002234975.2,-0.1798870006103268
Feces_Day1,Aspergillus_HMR_AF_1038_GCA_002234975.2,-0.33601778790812364
Feces_Day21,Aspergillus_HMR_AF_1038_GCA_002234975.2,0.29452437380146534
Feces_Day35,Aspergillus_HMR_AF_1038_GCA_002234975.2,0.03188564587475451
Feces_Day7,Aspergillus_HMR_AF_1038_GCA_002234975.2,-0.6261534682747496
Cecum_Day1,Aspergillus_HMR_AF_23_GCA_002234965.2,-0.03812805460807844
Cecum_Day21,Aspergillus_HMR_AF_23_GCA_002234965.2,0.3229249206805105
Cecum_Day35,Aspergillus_HMR_AF_23_GCA_002234965.2,0.5333358863890962
Cecum_Day7,Aspergillus_HMR_AF_23_GCA_002234965.2,0.1202968721829345
Duodenum_Day21,Aspergillus_HMR_AF_23_GCA_002234965.2,-0.018106245843188873
Duodenum_Day35,Aspergillus_HMR_AF_23_GCA_002234965.2,0.04142907101671334
Duodenum_Day7,Aspergillus_HMR_AF_23_GCA_002234965.2,-0.1873695518784131
Feces_Day1,Aspergillus_HMR_AF_23_GCA_002234965.2,0.10340051933480643
Feces_Day21,Aspergillus_HMR_AF_23_GCA_002234965.2,-0.21827091013959277
Feces_Day35,Aspergillus_HMR_AF_23_GCA_002234965.2,
Feces_Day7,Aspergillus_HMR_AF_23_GCA_002234965.2,-0.6214265032301516
Cecum_Day1,Aspergillus_IBT_18842_GCA_009193465.1,0.039864662830108255
Cecum_Day21,Aspergillus_IBT_18842_GCA_009193465.1,-0.22711493325590904
Cecum_Day35,Aspergillus_IBT_18842_GCA_009193465.1,0.6869150269083424
Cecum_Day7,Aspergillus_IBT_18842_GCA_009193465.1,-0.1477518230246655
Duodenum_Day21,Aspergillus_IBT_18842_GCA_009193465.1,0.14364934995717693
Duodenum_Day35,Aspergillus_IBT_18842_GCA_009193465.1,-0.28182471121737374
Duodenum_Day7,Aspergillus_IBT_18842_GCA_009193465.1,0.06624866211285774
Feces_Day1,Aspergillus_IBT_18842_GCA_009193465.1,-0.20554478445278734
Feces_Day21,Aspergillus_IBT_18842_GCA_009193465.1,-0.3225598828591367
Feces_Day35,Aspergillus_IBT_18842_GCA_009193465.1,-0.23598822008482223
Feces_Day7,Aspergillus_IBT_18842_GCA_009193465.1,-0.25780058324265087
Cecum_Day1,Aspergillus_ibt_23096_gca_002849105.Aspste1,0.005760598221527857
Cecum_Day21,Aspergillus_ibt_23096_gca_002849105.Aspste1,0.31660531317026264
Cecum_Day35,Aspergillus_ibt_23096_gca_002849105.Aspste1,0.7177022259007007
Cecum_Day7,Aspergillus_ibt_23096_gca_002849105.Aspste1,0.12839196282923604
Duodenum_Day21,Aspergillus_ibt_23096_gca_002849105.Aspste1,-0.10659979403204645
Duodenum_Day35,Aspergillus_ibt_23096_gca_002849105.Aspste1,0.04820350061208378
Duodenum_Day7,Aspergillus_ibt_23096_gca_002849105.Aspste1,-0.07149460406685204
Feces_Day1,Aspergillus_ibt_23096_gca_002849105.Aspste1,0.08257368497985862
Feces_Day21,Aspergillus_ibt_23096_gca_002849105.Aspste1,0.252651101836876
Feces_Day35,Aspergillus_ibt_23096_gca_002849105.Aspste1,0.3636551575325
Feces_Day7,Aspergillus_ibt_23096_gca_002849105.Aspste1,-0.5572417418242201
Cecum_Day1,Aspergillus_IBT_28561_GCF_002847485.1,0.09535562189220093
Cecum_Day21,Aspergillus_IBT_28561_GCF_002847485.1,0.31736797110761783
Cecum_Day35,Aspergillus_IBT_28561_GCF_002847485.1,0.4010725777644082
Cecum_Day7,Aspergillus_IBT_28561_GCF_002847485.1,0.04456512689456882
Duodenum_Day21,Aspergillus_IBT_28561_GCF_002847485.1,-0.0871031897893717
Duodenum_Day35,Aspergillus_IBT_28561_GCF_002847485.1,0.06670264698544948
Duodenum_Day7,Aspergillus_IBT_28561_GCF_002847485.1,-0.0712847150691358
Feces_Day1,Aspergillus_IBT_28561_GCF_002847485.1,-0.43201589759880976
Feces_Day21,Aspergillus_IBT_28561_GCF_002847485.1,0.2903804720612482
Feces_Day35,Aspergillus_IBT_28561_GCF_002847485.1,0.18422253926384258
Feces_Day7,Aspergillus_IBT_28561_GCF_002847485.1,-0.5675057502037699
Cecum_Day1,Aspergillus_IBT_29228_GCA_009193595.1,0.09849986291036794
Cecum_Day21,Aspergillus_IBT_29228_GCA_009193595.1,0.313816069709282
Cecum_Day35,Aspergillus_IBT_29228_GCA_009193595.1,0.7762299677770843
Cecum_Day7,Aspergillus_IBT_29228_GCA_009193595.1,0.03903493780814915
Duodenum_Day21,Aspergillus_IBT_29228_GCA_009193595.1,-0.05020286944842489
Duodenum_Day35,Aspergillus_IBT_29228_GCA_009193595.1,0.026556558196874303
Duodenum_Day7,Aspergillus_IBT_29228_GCA_009193595.1,-0.04165135656898
Feces_Day1,Aspergillus_IBT_29228_GCA_009193595.1,-0.335875425706492
Feces_Day21,Aspergillus_IBT_29228_GCA_009193595.1,0.2895382423857944
Feces_Day35,Aspergillus_IBT_29228_GCA_009193595.1,0.40825952563983225
Feces_Day7,Aspergillus_IBT_29228_GCA_009193595.1,-0.5340579524964013
Cecum_Day1,Aspergillus_IFM_58123_GCA_003850985.1,0.11863351675718103
Cecum_Day21,Aspergillus_IFM_58123_GCA_003850985.1,0.3251932948663696
Cecum_Day35,Aspergillus_IFM_58123_GCA_003850985.1,0.7712523585940116
Cecum_Day7,Aspergillus_IFM_58123_GCA_003850985.1,-0.15429280941373258
Duodenum_Day21,Aspergillus_IFM_58123_GCA_003850985.1,-0.18603875163152095
Duodenum_Day35,Aspergillus_IFM_58123_GCA_003850985.1,-0.004366187921815978
Duodenum_Day7,Aspergillus_IFM_58123_GCA_003850985.1,-0.10200009030077473
Feces_Day1,Aspergillus_IFM_58123_GCA_003850985.1,0.06793694823186014
Feces_Day21,Aspergillus_IFM_58123_GCA_003850985.1,0.37475494249231645
Feces_Day35,Aspergillus_IFM_58123_GCA_003850985.1,0.07383201874146694
Feces_Day7,Aspergillus_IFM_58123_GCA_003850985.1,-0.6116640320606503
Cecum_Day1,Aspergillus_NIH2624_GCF_000149615.1,-0.4632805081000835
Cecum_Day21,Aspergillus_NIH2624_GCF_000149615.1,-0.21616245086995134
Cecum_Day35,Aspergillus_NIH2624_GCF_000149615.1,0.7546774552410593
Cecum_Day7,Aspergillus_NIH2624_GCF_000149615.1,-0.02884157525982789
Duodenum_Day21,Aspergillus_NIH2624_GCF_000149615.1,-0.11080777771915207
Duodenum_Day35,Aspergillus_NIH2624_GCF_000149615.1,0.09640023719717261
Duodenum_Day7,Aspergillus_NIH2624_GCF_000149615.1,-0.11718403693120116
Feces_Day1,Aspergillus_NIH2624_GCF_000149615.1,-0.48528901215742826
Feces_Day21,Aspergillus_NIH2624_GCF_000149615.1,0.28522732855332134
Feces_Day35,Aspergillus_NIH2624_GCF_000149615.1,0.149283145441502
Feces_Day7,Aspergillus_NIH2624_GCF_000149615.1,-0.47178850024194974
Cecum_Day1,Aspergillus_NRRL3357_GCF_000006275.2,0.098740608162172
Cecum_Day21,Aspergillus_NRRL3357_GCF_000006275.2,0.30669587517707964
Cecum_Day35,Aspergillus_NRRL3357_GCF_000006275.2,0.834563728986004
Cecum_Day7,Aspergillus_NRRL3357_GCF_000006275.2,0.0879046997105144
Duodenum_Day21,Aspergillus_NRRL3357_GCF_000006275.2,0.046318075035338246
Duodenum_Day35,Aspergillus_NRRL3357_GCF_000006275.2,-0.15643962544775292
Duodenum_Day7,Aspergillus_NRRL3357_GCF_000006275.2,0.12437788766030922
Feces_Day1,Aspergillus_NRRL3357_GCF_000006275.2,0.013920143629478243
Feces_Day21,Aspergillus_NRRL3357_GCF_000006275.2,-0.24233319137362352
Feces_Day35,Aspergillus_NRRL3357_GCF_000006275.2,-0.3799119185302966
Feces_Day7,Aspergillus_NRRL3357_GCF_000006275.2,-0.3968449096912192
Cecum_Day1,Aspergillus_NRRL_30797_GCA_002443215.2,0.08182024373909602
Cecum_Day21,Aspergillus_NRRL_30797_GCA_002443215.2,0.2554416203501937
Cecum_Day35,Aspergillus_NRRL_30797_GCA_002443215.2,0.14820721983082974
Cecum_Day7,Aspergillus_NRRL_30797_GCA_002443215.2,-0.1442872106050297
Duodenum_Day21,Aspergillus_NRRL_30797_GCA_002443215.2,-0.19283078842206502
Duodenum_Day35,Aspergillus_NRRL_30797_GCA_002443215.2,-0.009881296055219035
Duodenum_Day7,Aspergillus_NRRL_30797_GCA_002443215.2,-0.04234152622395371
Feces_Day1,Aspergillus_NRRL_30797_GCA_002443215.2,-0.35865502375670344
Feces_Day21,Aspergillus_NRRL_30797_GCA_002443215.2,0.42040385620569776
Feces_Day35,Aspergillus_NRRL_30797_GCA_002443215.2,0.3925101645919322
Feces_Day7,Aspergillus_NRRL_30797_GCA_002443215.2,-0.6030114779033471
Cecum_Day1,Aspergillus_RIB40_GCF_000184455.2,-0.354690996490012
Cecum_Day21,Aspergillus_RIB40_GCF_000184455.2,-0.04273548203863853
Cecum_Day35,Aspergillus_RIB40_GCF_000184455.2,0.7469025586218916
Cecum_Day7,Aspergillus_RIB40_GCF_000184455.2,-0.014323013603981583
Duodenum_Day21,Aspergillus_RIB40_GCF_000184455.2,-0.20336284492727286
Duodenum_Day35,Aspergillus_RIB40_GCF_000184455.2,0.012541116906065408
Duodenum_Day7,Aspergillus_RIB40_GCF_000184455.2,-0.07486194757710685
Feces_Day1,Aspergillus_RIB40_GCF_000184455.2,-0.19214671547432616
Feces_Day21,Aspergillus_RIB40_GCF_000184455.2,0.24734884188504003
Feces_Day35,Aspergillus_RIB40_GCF_000184455.2,-0.15824149661768772
Feces_Day7,Aspergillus_RIB40_GCF_000184455.2,-0.5772321150372974
Cecum_Day1,Colletotrichum_CBS_518.97_GCA_004367935.1,-0.38267992969156683
Cecum_Day21,Colletotrichum_CBS_518.97_GCA_004367935.1,0.34095774873446816
Cecum_Day35,Colletotrichum_CBS_518.97_GCA_004367935.1,0.8176125081370074
Cecum_Day7,Colletotrichum_CBS_518.97_GCA_004367935.1,0.15511288359798403
Duodenum_Day21,Colletotrichum_CBS_518.97_GCA_004367935.1,0.05186794650201909
Duodenum_Day35,Colletotrichum_CBS_518.97_GCA_004367935.1,0.04556656763992484
Duodenum_Day7,Colletotrichum_CBS_518.97_GCA_004367935.1,-0.16448214880091871
Feces_Day1,Colletotrichum_CBS_518.97_GCA_004367935.1,0.08654077340130995
Feces_Day21,Colletotrichum_CBS_518.97_GCA_004367935.1,0.07233585415770927
Feces_Day35,Colletotrichum_CBS_518.97_GCA_004367935.1,0.4090475709357597
Feces_Day7,Colletotrichum_CBS_518.97_GCA_004367935.1,-0.5574635793143465
Cecum_Day1,Colletotrichum_cg_14_gca_000446055.Colletotrichum_gloeosporioides1,0.10094341922470962
Cecum_Day21,Colletotrichum_cg_14_gca_000446055.Colletotrichum_gloeosporioides1,0.3048039342736053
Cecum_Day35,Colletotrichum_cg_14_gca_000446055.Colletotrichum_gloeosporioides1,0.46567414026232457
Cecum_Day7,Colletotrichum_cg_14_gca_000446055.Colletotrichum_gloeosporioides1,0.17020111271785598
Duodenum_Day21,Colletotrichum_cg_14_gca_000446055.Colletotrichum_gloeosporioides1,-0.07526652053465499
Duodenum_Day35,Colletotrichum_cg_14_gca_000446055.Colletotrichum_gloeosporioides1,0.09493367020698829
Duodenum_Day7,Colletotrichum_cg_14_gca_000446055.Colletotrichum_gloeosporioides1,-0.07104773958761434
Feces_Day1,Colletotrichum_cg_14_gca_000446055.Colletotrichum_gloeosporioides1,-0.17075964783538522
Feces_Day21,Colletotrichum_cg_14_gca_000446055.Colletotrichum_gloeosporioides1,0.32002138580780626
Feces_Day35,Colletotrichum_cg_14_gca_000446055.Colletotrichum_gloeosporioides1,0.2993719943888129
Feces_Day7,Colletotrichum_cg_14_gca_000446055.Colletotrichum_gloeosporioides1,-0.612593863699519
Cecum_Day1,Colletotrichum_gca_000696135.ASM69613v1,0.026881092926398065
Cecum_Day21,Colletotrichum_gca_000696135.ASM69613v1,0.2989677813645417
Cecum_Day35,Colletotrichum_gca_000696135.ASM69613v1,0.5084789963207104
Cecum_Day7,Colletotrichum_gca_000696135.ASM69613v1,0.13247238571729003
Duodenum_Day21,Colletotrichum_gca_000696135.ASM69613v1,-0.04894955457937877
Duodenum_Day35,Colletotrichum_gca_000696135.ASM69613v1,0.039462675437221595
Duodenum_Day7,Colletotrichum_gca_000696135.ASM69613v1,-0.0862335070354181
Feces_Day1,Colletotrichum_gca_000696135.ASM69613v1,-0.250996245678905
Feces_Day21,Colletotrichum_gca_000696135.ASM69613v1,0.2210036712529173
Feces_Day35,Colletotrichum_gca_000696135.ASM69613v1,0.28200408181638537
Feces_Day7,Colletotrichum_gca_000696135.ASM69613v1,-0.5113841151067118
Cecum_Day1,Colletotrichum_gca_001563125.CSAL01,0.09071195891637718
Cecum_Day21,Colletotrichum_gca_001563125.CSAL01,0.19697714029912872
Cecum_Day35,Colletotrichum_gca_001563125.CSAL01,0.6418394222041643
Cecum_Day7,Colletotrichum_gca_001563125.CSAL01,0.15338322007155325
Duodenum_Day21,Colletotrichum_gca_001563125.CSAL01,-0.07368540264535017
Duodenum_Day35,Colletotrichum_gca_001563125.CSAL01,-0.08629389865319936
Duodenum_Day7,Colletotrichum_gca_001563125.CSAL01,0.05053634946804664
Feces_Day1,Colletotrichum_gca_001563125.CSAL01,0.16652510329824732
Feces_Day21,Colletotrichum_gca_001563125.CSAL01,0.04319821914530797
Feces_Day35,Colletotrichum_gca_001563125.CSAL01,0.30454350127171237
Feces_Day7,Colletotrichum_gca_001563125.CSAL01,-0.31410083535407174
Cecum_Day1,Colletotrichum_gca_001563135.CSIM01,-0.4696769368209299
Cecum_Day21,Colletotrichum_gca_001563135.CSIM01,0.31787957753389895
Cecum_Day35,Colletotrichum_gca_001563135.CSIM01,0.7951879698349236
Cecum_Day7,Colletotrichum_gca_001563135.CSIM01,0.07334836397876643
Duodenum_Day21,Colletotrichum_gca_001563135.CSIM01,-0.0696974733891933
Duodenum_Day35,Colletotrichum_gca_001563135.CSIM01,0.014341813075325671
Duodenum_Day7,Colletotrichum_gca_001563135.CSIM01,-0.5712658428225021
Feces_Day1,Colletotrichum_gca_001563135.CSIM01,-0.18922247853249807
Feces_Day21,Colletotrichum_gca_001563135.CSIM01,0.17479145080171943
Feces_Day35,Colletotrichum_gca_001563135.CSIM01,0.29029485001938804
Feces_Day7,Colletotrichum_gca_001563135.CSIM01,-0.5259014258226757
Cecum_Day1,Colletotrichum_gca_001625285.Ci238704v1,0.004338950271399078
Cecum_Day21,Colletotrichum_gca_001625285.Ci238704v1,0.3400061833132719
Cecum_Day35,Colletotrichum_gca_001625285.Ci238704v1,0.055415117859531904
Cecum_Day7,Colletotrichum_gca_001625285.Ci238704v1,0.07864251672655365
Duodenum_Day21,Colletotrichum_gca_001625285.Ci238704v1,-0.06521674425000867
Duodenum_Day35,Colletotrichum_gca_001625285.Ci238704v1,0.05638534801956707
Duodenum_Day7,Colletotrichum_gca_001625285.Ci238704v1,-0.08771310383083142
Feces_Day1,Colletotrichum_gca_001625285.Ci238704v1,-0.31063893372052576
Feces_Day21,Colletotrichum_gca_001625285.Ci238704v1,0.14520916901698877
Feces_Day35,Colletotrichum_gca_001625285.Ci238704v1,-0.10853925044764479
Feces_Day7,Colletotrichum_gca_001625285.Ci238704v1,-0.5489934083429353
Cecum_Day1,Colletotrichum_gca_001855235.ASM185523v1,-0.06026777173891995
Cecum_Day21,Colletotrichum_gca_001855235.ASM185523v1,0.205257180555813
Cecum_Day35,Colletotrichum_gca_001855235.ASM185523v1,0.7181456057339017
Cecum_Day7,Colletotrichum_gca_001855235.ASM185523v1,0.23410193694608283
Duodenum_Day21,Colletotrichum_gca_001855235.ASM185523v1,0.075322730713411
Duodenum_Day35,Colletotrichum_gca_001855235.ASM185523v1,-0.03971681009519745
Duodenum_Day7,Colletotrichum_gca_001855235.ASM185523v1,-0.05902598512001722
Feces_Day1,Colletotrichum_gca_001855235.ASM185523v1,-0.39358714636999936
Feces_Day21,Colletotrichum_gca_001855235.ASM185523v1,0.14480215104153205
Feces_Day35,Colletotrichum_gca_001855235.ASM185523v1,0.08495371524630535
Feces_Day7,Colletotrichum_gca_001855235.ASM185523v1,-0.679242480805053
Cecum_Day1,Colletotrichum_gca_001937105.ASM193710v1,0.11415403312584083
Cecum_Day21,Colletotrichum_gca_001937105.ASM193710v1,0.34656250099406405
Cecum_Day35,Colletotrichum_gca_001937105.ASM193710v1,0.7563702131949019
Cecum_Day7,Colletotrichum_gca_001937105.ASM193710v1,0.05129357120333955
Duodenum_Day21,Colletotrichum_gca_001937105.ASM193710v1,0.0019162468556293
Duodenum_Day35,Colletotrichum_gca_001937105.ASM193710v1,0.08392351755933358
Duodenum_Day7,Colletotrichum_gca_001937105.ASM193710v1,0.014202115839319074
Feces_Day1,Colletotrichum_gca_001937105.ASM193710v1,-0.3563462214446993
Feces_Day21,Colletotrichum_gca_001937105.ASM193710v1,0.3839702807193963
Feces_Day35,Colletotrichum_gca_001937105.ASM193710v1,0.25400782095185104
Feces_Day7,Colletotrichum_gca_001937105.ASM193710v1,-0.5088660755794021
Cecum_Day1,Colletotrichum_M1.001_GCF_000149035.1,-0.36008320385294734
Cecum_Day21,Colletotrichum_M1.001_GCF_000149035.1,0.30559812216403826
Cecum_Day35,Colletotrichum_M1.001_GCF_000149035.1,0.562507876183777
Cecum_Day7,Colletotrichum_M1.001_GCF_000149035.1,0.09231211485602397
Duodenum_Day21,Colletotrichum_M1.001_GCF_000149035.1,-0.06653928754128735
Duodenum_Day35,Colletotrichum_M1.001_GCF_000149035.1,0.0512195521998553
Duodenum_Day7,Colletotrichum_M1.001_GCF_000149035.1,-0.30421920964455995
Feces_Day1,Colletotrichum_M1.001_GCF_000149035.1,-0.1651123200161937
Feces_Day21,Colletotrichum_M1.001_GCF_000149035.1,0.23374784037348828
Feces_Day35,Colletotrichum_M1.001_GCF_000149035.1,-0.13782574451007878
Feces_Day7,Colletotrichum_M1.001_GCF_000149035.1,-0.5506913037098968
Cecum_Day1,Saccharomyces_yjm1444_gca_000977925.Sc_YJM1444_v1,0.0961238592927276
Cecum_Day21,Saccharomyces_yjm1444_gca_000977925.Sc_YJM1444_v1,0.06839054072901085
Cecum_Day35,Saccharomyces_yjm1444_gca_000977925.Sc_YJM1444_v1,0.7680373129236002
Cecum_Day7,Saccharomyces_yjm1444_gca_000977925.Sc_YJM1444_v1,0.23363907552260121
Duodenum_Day21,Saccharomyces_yjm1444_gca_000977925.Sc_YJM1444_v1,-0.013550889729060156
Duodenum_Day35,Saccharomyces_yjm1444_gca_000977925.Sc_YJM1444_v1,0.014527695583856026
Duodenum_Day7,Saccharomyces_yjm1444_gca_000977925.Sc_YJM1444_v1,0.031424704737684994
Feces_Day1,Saccharomyces_yjm1444_gca_000977925.Sc_YJM1444_v1,-0.026295061536109277
Feces_Day21,Saccharomyces_yjm1444_gca_000977925.Sc_YJM1444_v1,0.09067151716217037
Feces_Day35,Saccharomyces_yjm1444_gca_000977925.Sc_YJM1444_v1,-0.23916527196711068
Feces_Day7,Saccharomyces_yjm1444_gca_000977925.Sc_YJM1444_v1,-0.5196199540562956
Cecum_Day1,Saccharomyces_yjm1450_gca_000977985.Sc_YJM1450_v1,0.10796711993499475
Cecum_Day21,Saccharomyces_yjm1450_gca_000977985.Sc_YJM1450_v1,0.29166506859952257
Cecum_Day35,Saccharomyces_yjm1450_gca_000977985.Sc_YJM1450_v1,0.7461801060949169
Cecum_Day7,Saccharomyces_yjm1450_gca_000977985.Sc_YJM1450_v1,0.07827341321188319
Duodenum_Day21,Saccharomyces_yjm1450_gca_000977985.Sc_YJM1450_v1,-0.17126572437671683
Duodenum_Day35,Saccharomyces_yjm1450_gca_000977985.Sc_YJM1450_v1,0.013644805386964887
Duodenum_Day7,Saccharomyces_yjm1450_gca_000977985.Sc_YJM1450_v1,0.027983752532827477
Feces_Day1,Saccharomyces_yjm1450_gca_000977985.Sc_YJM1450_v1,-0.25487236918358747
Feces_Day21,Saccharomyces_yjm1450_gca_000977985.Sc_YJM1450_v1,0.05646506037704313
Feces_Day35,Saccharomyces_yjm1450_gca_000977985.Sc_YJM1450_v1,0.21178497339564117
Feces_Day7,Saccharomyces_yjm1450_gca_000977985.Sc_YJM1450_v1,-0.5063777384696209
Cecum_Day1,Saccharomyces_yjm1460_gca_000978015.Sc_YJM1460_v1,0.11073677187968656
Cecum_Day21,Saccharomyces_yjm1460_gca_000978015.Sc_YJM1460_v1,0.3530236949932819
Cecum_Day35,Saccharomyces_yjm1460_gca_000978015.Sc_YJM1460_v1,0.7928528063054479
Cecum_Day7,Saccharomyces_yjm1460_gca_000978015.Sc_YJM1460_v1,0.1346173943983271
Duodenum_Day21,Saccharomyces_yjm1460_gca_000978015.Sc_YJM1460_v1,0.04416481157999064
Duodenum_Day35,Saccharomyces_yjm1460_gca_000978015.Sc_YJM1460_v1,0.10026306261598172
Duodenum_Day7,Saccharomyces_yjm1460_gca_000978015.Sc_YJM1460_v1,-0.07540449762711932
Feces_Day1,Saccharomyces_yjm1460_gca_000978015.Sc_YJM1460_v1,0.00782613325941428
Feces_Day21,Saccharomyces_yjm1460_gca_000978015.Sc_YJM1460_v1,0.2521038468852357
Feces_Day35,Saccharomyces_yjm1460_gca_000978015.Sc_YJM1460_v1,-0.15752176107524285
Feces_Day7,Saccharomyces_yjm1460_gca_000978015.Sc_YJM1460_v1,-0.5939459046665576
Cecum_Day1,Saccharomyces_yjm1526_gca_000978165.Sc_YJM1526_v1,0.11682107928105179
Cecum_Day21,Saccharomyces_yjm1526_gca_000978165.Sc_YJM1526_v1,0.3039519277646967
Cecum_Day35,Saccharomyces_yjm1526_gca_000978165.Sc_YJM1526_v1,0.5442948745342446
