compartment_yeast,day,yeast,average_weighted_mtype,organism,ncbiid,kingdom,phylum,class,order,family,genus,file
Caecum,7,Talaromyces_pm1_gca_000750115.ASM75011v1,0.000596607,Talaromyces marneffei,37727,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,Talaromyces_marneffei_pm1_gca_000750115.ASM75011v1.json
Caecum,7,Trichoderma_cbs_433_97_gca_003025105.Trias_v._1.0,0.000786902,Trichoderma asperellum,101201,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma_asperellum_cbs_433_97_gca_003025105.Trias_v._1.0.json
Caecum,7,Trichoderma_gca_002022785.ASM202278v1,0.00076112,Trichoderma guizhouense,1491466,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma_guizhouense_gca_002022785.ASM202278v1.json
Caecum,7,Trichoderma_gca_003025115.Trici_v4.0,0.000646618,Trichoderma citrinoviride,58853,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma_citrinoviride_gca_003025115.Trici_v4.0.json
Caecum,7,Wickerhamomyces_NRRL_Y,0.0000561,Wickerhamomyces ciferrii,1041607,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Phaffomycetaceae,Wickerhamomyces,Wickerhamomyces_ciferrii_NRRL_Y.json
Caecum,21,Alternaria_FERA_1082_GCA_004154745.1,0.000231486,Alternaria tenuissima,119927,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria_tenuissima_FERA_1082_GCA_004154745.1.json
Caecum,21,Alternaria_FERA_1164_GCA_004156015.1,0.00024676,Alternaria tenuissima,119927,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria_tenuissima_FERA_1164_GCA_004156015.1.json
Caecum,21,Alternaria_FERA_1177_GCA_004154755.1,0.000272005,Alternaria alternata,5599,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria_alternata_FERA_1177_GCA_004154755.1.json
Caecum,21,Alternaria_FERA_24350_GCA_004154735.1,0.000243758,Alternaria tenuissima,119927,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria_tenuissima_FERA_24350_GCA_004154735.1.json
Caecum,21,Alternaria_FERA_635_GCA_004168565.1,0.000231732,Alternaria tenuissima,119927,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria_tenuissima_FERA_635_GCA_004168565.1.json
Caecum,21,Alternaria_MG1_GCA_003574525.1,0.000237831,Alternaria sp.,1715220,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria_sp._MG1_GCA_003574525.1.json
Caecum,21,Aspergillus_100_8_gca_000691885.Aspergillus_oryzae_100,0.000247141,Aspergillus oryzae,5062,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_oryzae_100_8_gca_000691885.Aspergillus_oryzae_100.json
Caecum,21,Aspergillus_3_042_gca_000269785.AspOry3042,0.0000456,Aspergillus oryzae,5062,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_oryzae_3_042_gca_000269785.AspOry3042.json
Caecum,21,Aspergillus_ATCC_13496_GCA_003344705.1,0.000141661,Aspergillus niger,5061,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_niger_ATCC_13496_GCA_003344705.1.json
Caecum,21,Aspergillus_ATCC_16872_GCF_001890905.1,0.000191953,Aspergillus aculeatus,5053,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_aculeatus_ATCC_16872_GCF_001890905.1.json
Caecum,21,Aspergillus_CA14_GCA_003709025.1,0.000194797,Aspergillus flavus,5059,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_flavus_CA14_GCA_003709025.1.json
Caecum,21,Aspergillus_CBS_101883_GCF_003184595.1,0.000222008,Aspergillus niger,5061,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_niger_CBS_101883_GCF_003184595.1.json
Caecum,21,Aspergillus_CBS_101889_GCA_003184865.1,0.000223113,Aspergillus homomorphus,319626,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_homomorphus_CBS_101889_GCA_003184865.1.json
Caecum,21,Aspergillus_CBS_114.51_GCF_003184785.1,0.000244455,Aspergillus japonicus,34381,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_japonicus_CBS_114.51_GCF_003184785.1.json
Caecum,21,Aspergillus_CBS_117626_GCA_009193485.1,0.000191888,Aspergillus tamarii,41984,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_tamarii_CBS_117626_GCA_009193485.1.json
Caecum,21,Aspergillus_CBS_121591_GCF_003184745.1,0.000255146,Aspergillus uvarum,446911,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_uvarum_CBS_121591_GCF_003184745.1.json
Caecum,21,Aspergillus_CBS_130017_GCA_009193525.1,0.000230256,Aspergillus sergii,1034303,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_sergii_CBS_130017_GCA_009193525.1.json
Caecum,21,Aspergillus_CBS_139.54b_GCF_003344945.1,0.000230501,Aspergillus welwitschiae,1341132,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_welwitschiae_CBS_139.54b_GCF_003344945.1.json
Caecum,21,Aspergillus_CBS_313.89_GCA_003184825.1,0.000224847,Aspergillus fijiensis,1191702,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_fijiensis_CBS_313.89_GCA_003184825.1.json
Caecum,21,Aspergillus_CBS_553.77_GCA_009193565.1,0.000299713,Aspergillus coremiiformis,138285,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_coremiiformis_CBS_553.77_GCA_009193565.1.json
Caecum,21,Aspergillus_CBS_763.97_GCA_009193585.1,0.000219031,Aspergillus caelatus,61420,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_caelatus_CBS_763.97_GCA_009193585.1.json
Caecum,21,Aspergillus_HMR_AF_1038_GCA_002234975.2,0.00013005,Aspergillus turcosus,1245748,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_turcosus_HMR_AF_1038_GCA_002234975.2.json
Caecum,21,Aspergillus_HMR_AF_23_GCA_002234965.2,0.000245875,Aspergillus turcosus,1245748,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_turcosus_HMR_AF_23_GCA_002234965.2.json
Caecum,21,Aspergillus_IBT_18842_GCA_009193465.1,0.000192306,Aspergillus avenaceus,36643,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_avenaceus_IBT_18842_GCA_009193465.1.json
Caecum,21,Aspergillus_IBT_28561_GCF_002847485.1,0.000234155,Aspergillus campestris,41068,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_campestris_IBT_28561_GCF_002847485.1.json
Caecum,21,Aspergillus_IBT_29228_GCA_009193595.1,0.000229492,Aspergillus bertholletiae,1226010,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_bertholletiae_IBT_29228_GCA_009193595.1.json
Caecum,21,Aspergillus_IFM_58123_GCA_003850985.1,0.000240959,Aspergillus awamori,105351,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_awamori_IFM_58123_GCA_003850985.1.json
Caecum,21,Aspergillus_NIH2624_GCF_000149615.1,-0.000108384,Aspergillus terreus,33178,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_terreus_NIH2624_GCF_000149615.1.json
Caecum,21,Aspergillus_NRRL3357_GCF_000006275.2,0.000196575,Aspergillus flavus,5059,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_flavus_NRRL3357_GCF_000006275.2.json
Caecum,21,Aspergillus_RIB40_GCF_000184455.2,0.0000668,Aspergillus oryzae,5062,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_oryzae_RIB40_GCF_000184455.2.json
Caecum,21,Aspergillus_af70_gca_000952835.ASM95283v1,0.000171981,Aspergillus flavus,5059,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_flavus_af70_gca_000952835.ASM95283v1.json
Caecum,21,Aspergillus_atcc_1015_gca_000230395.ASPNI_v3.0,0.0000558,Aspergillus niger,5061,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_niger_atcc_1015_gca_000230395.ASPNI_v3.0.json
Caecum,21,Aspergillus_cbs_101740_gca_001889945.Aspbr1,0.000255955,Aspergillus brasiliensis,319629,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_brasiliensis_cbs_101740_gca_001889945.Aspbr1.json
Caecum,21,Aspergillus_cbs_113365_gca_003184925.Aspvad1,0.000142921,Aspergillus vadensis,288669,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_vadensis_cbs_113365_gca_003184925.Aspvad1.json
Caecum,21,Aspergillus_cbs_115572_gca_003184525.Aspscl1,-0.0000134,Aspergillus sclerotioniger,319627,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_sclerotioniger_cbs_115572_gca_003184525.Aspscl1.json
Caecum,21,Aspergillus_cbs_134_48_gca_001890745.Asptu1,0.00017389,Aspergillus tubingensis,5068,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_tubingensis_cbs_134_48_gca_001890745.Asptu1.json
Caecum,21,Aspergillus_cbs_583_65_gca_001890125.Aspve1,0.000111334,Aspergillus versicolor,46472,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_versicolor_cbs_583_65_gca_001890125.Aspve1.json
Caecum,21,Aspergillus_dto_134e9_gca_001890725.Aspwe1,0.000250682,Aspergillus wentii,5066,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_wentii_dto_134e9_gca_001890725.Aspwe1.json
Caecum,21,Aspergillus_gca_001515345.ASM151534v1,0.0000764,Aspergillus niger,5061,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_niger_gca_001515345.ASM151534v1.json
Caecum,21,Aspergillus_gca_001717485.ASM171748v1,0.00023938,Aspergillus cristatus,573508,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_cristatus_gca_001717485.ASM171748v1.json
Caecum,21,Aspergillus_gca_002234965.ASM223496v1,0.00020288,Aspergillus turcosus,1245748,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_turcosus_gca_002234965.ASM223496v1.json
Caecum,21,Aspergillus_ibt_23096_gca_002849105.Aspste1,0.00024806,Aspergillus steynii,306088,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_steynii_ibt_23096_gca_002849105.Aspste1.json
Caecum,21,Aspergillus_z5_gca_001029325.ASM102932v1,0.0000025,Aspergillus fumigatus,746128,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_fumigatus_z5_gca_001029325.ASM102932v1.json
Caecum,21,Aureobasidium_EXF,0.0000852,Wallemia hederae,1540922,Fungi,Basidiomycota,Wallemiomycetes,Wallemiales,Wallemiaceae,Wallemia,Wallemia_hederae_EXF.json
Caecum,21,Aureobasidium_EXF,0.0000852,Wallemia ichthyophaga,245174,Fungi,Basidiomycota,Wallemiomycetes,Wallemiales,Wallemiaceae,Wallemia,Wallemia_ichthyophaga_EXF.json
Caecum,21,Aureobasidium_EXF,0.0000852,Aureobasidium subglaciale,1042127,Fungi,Ascomycota,Dothideomycetes,Dothideales,Saccotheciaceae,Aureobasidium,Aureobasidium_subglaciale_EXF.json
Caecum,21,Aureobasidium_cbs_110374_gca_000721775.Aureobasidium_pullulans_var._melanogenum_CBS_110374_v1.0,0.000186215,Aureobasidium melanogenum,46634,Fungi,Ascomycota,Dothideomycetes,Dothideales,Saccotheciaceae,Aureobasidium,Aureobasidium_melanogenum_cbs_110374_gca_000721775.Aureobasidium_pullulans_var._melanogenum_CBS_110374_v1.0.json
Caecum,21,Candida_ATCC_20962_GCA_003327735.1,0.000180275,Candida viswanathii,5486,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida_viswanathii_ATCC_20962_GCA_003327735.1.json
Caecum,21,Candida_p60002_gca_000784525.Cand_albi_P60002_V1,0.000214266,Candida albicans,5476,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida_albicans_p60002_gca_000784525.Cand_albi_P60002_V1.json
Caecum,21,Cercospora_gca_002933655.Cbert_1,0.000257515,Cercospora berteroae,357750,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Cercospora,Cercospora_berteroae_gca_002933655.Cbert_1.json
Caecum,21,Clavispora_P2_GCA_009498075.1,0.000277478,Clavispora lusitaniae,36911,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Metschnikowiaceae,Clavispora,Clavispora_lusitaniae_P2_GCA_009498075.1.json
Caecum,21,Clavispora_P4_GCA_009498135.1,0.000138179,Clavispora lusitaniae,36911,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Metschnikowiaceae,Clavispora,Clavispora_lusitaniae_P4_GCA_009498135.1.json
Caecum,21,Clavispora_P5_GCA_009498115.1,0.000233262,Clavispora lusitaniae,36911,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Metschnikowiaceae,Clavispora,Clavispora_lusitaniae_P5_GCA_009498115.1.json
Caecum,21,Colletotrichum_CBS_518.97_GCA_004367935.1,0.000252761,Colletotrichum sidae,1347389,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,Colletotrichum_sidae_CBS_518.97_GCA_004367935.1.json
Caecum,21,Colletotrichum_M1.001_GCF_000149035.1,0.000219581,Colletotrichum graminicola,31870,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,Colletotrichum_graminicola_M1.001_GCF_000149035.1.json
Caecum,21,Colletotrichum_MAFF305635,0.000223518,Colletotrichum higginsianum,80884,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,Colletotrichum_higginsianum_MAFF305635.json
Caecum,21,Colletotrichum_MAFF_240422_104,0.000195349,Colletotrichum orbiculare,5465,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,Colletotrichum_orbiculare_MAFF_240422_104.json
Caecum,21,Colletotrichum_cg_14_gca_000446055.Colletotrichum_gloeosporioides1,0.000240701,Colletotrichum gloeosporioides,474922,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,Colletotrichum_gloeosporioides_cg_14_gca_000446055.Colletotrichum_gloeosporioides1.json
Caecum,21,Colletotrichum_gca_000696135.ASM69613v1,0.000223546,Colletotrichum sublineola,1173701,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,Colletotrichum_sublineola_gca_000696135.ASM69613v1.json
Caecum,21,Colletotrichum_gca_001563125.CSAL01,0.0000778,Colletotrichum salicis,1209931,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,Colletotrichum_salicis_gca_001563125.CSAL01.json
Caecum,21,Colletotrichum_gca_001563135.CSIM01,0.00023242,Colletotrichum simmondsii,703756,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,Colletotrichum_simmondsii_gca_001563135.CSIM01.json
Caecum,21,Colletotrichum_gca_001625285.Ci238704v1,0.000252158,Colletotrichum incanum,1573173,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,Colletotrichum_incanum_gca_001625285.Ci238704v1.json
Caecum,21,Colletotrichum_gca_001855235.ASM185523v1,0.000213233,Colletotrichum incanum,1573173,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,Colletotrichum_incanum_gca_001855235.ASM185523v1.json
Caecum,21,Colletotrichum_gca_001937105.ASM193710v1,0.000252902,Colletotrichum chlorophyti,708187,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,Colletotrichum_chlorophyti_gca_001937105.ASM193710v1.json
Caecum,21,Cutaneotrichosporon_IBC0246_GCF_001027345.1,0.000234749,Cutaneotrichosporon oleaginosum,879819,Fungi,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,Cutaneotrichosporon_oleaginosum_IBC0246_GCF_001027345.1.json
Caecum,21,Cyberlindnera_gca_001983305.ASM198330v1,0.00022591,Cyberlindnera fabianii,36022,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Phaffomycetaceae,Cyberlindnera,Cyberlindnera_fabianii_gca_001983305.ASM198330v1.json
Caecum,21,Cyberlindnera_nrrl_y_1542_gca_001661405.Cybja1,0.000227364,Cyberlindnera jadinii,4903,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Phaffomycetaceae,Cyberlindnera,Cyberlindnera_jadinii_nrrl_y_1542_gca_001661405.Cybja1.json
Caecum,21,Debaryomyces_CBS_789_GCF_001447935.1,0.000217449,Debaryomyces fabryi,58627,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Debaryomyces_fabryi_CBS_789_GCF_001447935.1.json
Caecum,21,Diaporthe_gca_001006365.UCDDA912v1.0,0.000181281,Diaporthe ampelina,1214573,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,Diaporthe_ampelina_gca_001006365.UCDDA912v1.0.json
Caecum,21,Eremothecium_DBVPG#7215_GCF_000235365.1,0.000245708,Eremothecium cymbalariae,45285,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Eremothecium,Eremothecium_cymbalariae_DBVPG#7215_GCF_000235365.1.json
Caecum,21,Exidia_hhb12029_gca_001632375.Exigl1,0.000142936,Exidia glandulosa,5219,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,Exidiaceae,Exidia,Exidia_glandulosa_hhb12029_gca_001632375.Exigl1.json
Caecum,21,Fusarium_NRRL_13405_GCA_003012295.1,0.000218986,Fusarium flagelliforme,2675880,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium_flagelliforme_NRRL_13405_GCA_003012295.1.json
Caecum,21,Fusarium_NRRL_20438_GCA_003947045.1,0.000180972,Fusarium ambrosium,131363,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium_ambrosium_NRRL_20438_GCA_003947045.1.json
Caecum,21,Fusarium_NRRL_3299_GCA_003012315.1,0.000229401,Fusarium sporotrichioides,5514,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium_sporotrichioides_NRRL_3299_GCA_003012315.1.json
Caecum,21,Fusarium_f._sp._cepae_FoC_A23_GCA_003615075.1,0.000203677,Fusarium oxysporum,5507,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium_oxysporum_f._sp._cepae_FoC_A23_GCA_003615075.1.json
Caecum,21,Fusarium_f_sp_radicis_lycopersici_26381_gca_000260155.FO_CL57_V1,0.000238838,Fusarium oxysporum,5507,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium_oxysporum_f_sp_radicis_lycopersici_26381_gca_000260155.FO_CL57_V1.json
Caecum,21,Fusarium_f_sp_vasinfectum_25433_gca_000260175.FO_Cotton_V1,0.000236244,Fusarium oxysporum,5507,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium_oxysporum_f_sp_vasinfectum_25433_gca_000260175.FO_Cotton_V1.json
Caecum,21,Fusarium_gca_001292635.ASM129263v1,0.000205793,Fusarium langsethiae,179993,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium_langsethiae_gca_001292635.ASM129263v1.json
Caecum,21,Hyphopichia_nrrl_y_1933_gca_001661395.Hypbu1,0.000223988,Hyphopichia burtonii,717740,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Hyphopichia,Hyphopichia_burtonii_nrrl_y_1933_gca_001661395.Hypbu1.json
Caecum,21,Malassezia_CBS_7877_GCA_003691605.1,0.000237338,Malassezia restricta,76775,Fungi,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,Malassezia_restricta_CBS_7877_GCA_003691605.1.json
Caecum,21,Metschnikovia_ICS1,0.000174936,Metschnikowia pulcherrima,,Fungi,Ascomycota,Saccharomycetales,,Saccharomycetes,Metschnikowiaceae,
Caecum,21,Mucor_f_circinelloides_1006phl_gca_000401635.Muco_sp_1006Ph_V1,0.000104054,Mucor circinelloides,36080,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,Mucor,Mucor_circinelloides_f_circinelloides_1006phl_gca_000401635.Muco_sp_1006Ph_V1.json
Caecum,21,Penicillium_Wisconsin_54,0.00021737,Penicillium rubens,1108849,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_rubens_Wisconsin_54.json
Caecum,21,Penicillium_fm164_gca_000513255.PROQFM164_20130607,-0.000153804,Penicillium roqueforti,5082,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_roqueforti_fm164_gca_000513255.PROQFM164_20130607.json
Caecum,21,Penicillium_fm_013_gca_000513335.PCAMFM013_20131106,-0.0000464,Penicillium camemberti,5075,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_camemberti_fm_013_gca_000513335.PCAMFM013_20131106.json
Caecum,21,Penicillium_gca_000710275.ASM71027v1,0.000243716,Penicillium chrysogenum,5076,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_chrysogenum_gca_000710275.ASM71027v1.json
Caecum,21,Penicillium_gca_000769735.ASM76973v1,0.0000859,Penicillium expansum,27334,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_expansum_gca_000769735.ASM76973v1.json
Caecum,21,Penicillium_gca_000769765.ASM76976v1,0.00023308,Penicillium italicum,40296,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_italicum_gca_000769765.ASM76976v1.json
Caecum,21,Penicillium_gca_002016555.ASM201655v1,0.000236084,Penicillium brasilianum,104259,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_brasilianum_gca_002016555.ASM201655v1.json
Caecum,21,Penicillium_gca_002072265.ASM207226v1,0.000239049,Penicillium polonicum,60169,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_polonicum_gca_002072265.ASM207226v1.json
Caecum,21,Penicillium_gca_002072345.ASM207234v1,-0.000156454,Penicillium antarcticum,416450,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_antarcticum_gca_002072345.ASM207234v1.json
Caecum,21,Penicillium_gca_002072375.ASM207237v1,0.000208809,Penicillium steckii,303698,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_steckii_gca_002072375.ASM207237v1.json
Caecum,21,Purpureocillium_gca_001653265.ASM165326v1,0.000256447,Purpureocillium lilacinum,33203,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Purpureocillium,Purpureocillium_lilacinum_gca_001653265.ASM165326v1.json
Caecum,21,Purpureocillium_gca_003144605.ASM314460v1,0.000208767,Purpureocillium lilacinum,33203,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Purpureocillium,Purpureocillium_lilacinum_gca_003144605.ASM314460v1.json
Caecum,21,Rhizopus_CBS_357.93_GCA_003325435.1,0.000244324,Rhizopus azygosporus,86630,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Rhizopodaceae,Rhizopus,Rhizopus_azygosporus_CBS_357.93_GCA_003325435.1.json
Caecum,21,Rhizopus_gca_002083735.Rhimi_ATCC11559_1,0.000239795,Rhizopus microsporus,58291,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Rhizopodaceae,Rhizopus,Rhizopus_microsporus_gca_002083735.Rhimi_ATCC11559_1.json
Caecum,21,Rhizopus_ra_99_880_gca_000149305.RO3,0.000253157,Rhizopus delemar,936053,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Rhizopodaceae,Rhizopus,Rhizopus_delemar_ra_99_880_gca_000149305.RO3.json
Caecum,21,Rhodotorula_NBRC10032_GCA_007990605.1,0.000244994,Rhodotorula toruloides,5286,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula_toruloides_NBRC10032_GCA_007990605.1.json
Caecum,21,Rhodotorula_NP11_GCF_000320785.1,0.000204517,Rhodotorula toruloides,5286,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula_toruloides_NP11_GCF_000320785.1.json
Caecum,21,Rhodotorula_UCD,0.000238451,Rhodotorula diobovata,5288,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula_diobovata_UCD.json
Caecum,21,Rhodotorula_gca_001255795.IFO0880_HGAP3_v1,0.000248685,Rhodotorula toruloides,5286,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula_toruloides_gca_001255795.IFO0880_HGAP3_v1.json
Caecum,21,Rhodotorula_gca_002922495.ASM292249v1,0.00024566,Rhodotorula taiwanensis,741276,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula_taiwanensis_gca_002922495.ASM292249v1.json
Caecum,21,Saccharomyces_AWRI1631_GCA_000182175.1,0.000244406,Saccharomyces cerevisiae,4932,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae_AWRI1631_GCA_000182175.1.json
