taxon,sample_id,tolerance,reaction,flux,abundance,metabolite,direction
Enterococcus,Ileum_day_Day7,1e-06,EX_MGlcn65(e),-0.003629567582505185,0.26119402985074625,MGlcn65[e],import
Enterococcus,Ileum_day_Day7,1e-06,EX_MGlcn12(e),-0.004299012711718279,0.26119402985074625,MGlcn12[e],import
Enterococcus,Ileum_day_Day7,1e-06,EX_MGlcn164(e),-0.00031373479490703367,0.26119402985074625,MGlcn164[e],import
Enterococcus,Ileum_day_Day7,1e-06,EX_ala_L(e),240.274107459625,0.26119402985074625,ala_L[e],export
Enterococcus,Ileum_day_Day7,1e-06,EX_MGlcn100(e),-0.020550673351283764,0.26119402985074625,MGlcn100[e],import
Enterococcus,Ileum_day_Day7,1e-06,EX_thr_L(e),-65.38071192806042,0.26119402985074625,thr_L[e],import
Enterococcus,Ileum_day_Day7,1e-06,EX_nmn(e),-0.01133352573508085,0.26119402985074625,nmn[e],import
Enterococcus,Ileum_day_Day7,1e-06,EX_MGlcn64(e),-0.006684052361537141,0.26119402985074625,MGlcn64[e],import
Enterococcus,Ileum_day_Day7,1e-06,EX_MGlcn13(e),-0.0015902451430707164,0.26119402985074625,MGlcn13[e],import
Enterococcus,Ileum_day_Day7,1e-06,EX_MGlcn176(e),0.003290267789003282,0.26119402985074625,MGlcn176[e],export
Enterococcus,Ileum_day_Day7,1e-06,EX_g6p(e),4.246203682904999,0.26119402985074625,g6p[e],export
Enterococcus,Ileum_day_Day7,1e-06,EX_leu_L(e),0.18987190363207862,0.26119402985074625,leu_L[e],export
Enterococcus,Ileum_day_Day7,1e-06,EX_MGlcn4(e),-0.0003247469131133384,0.26119402985074625,MGlcn4[e],import
Enterococcus,Ileum_day_Day7,1e-06,EX_acgam(e),40.19455965297724,0.26119402985074625,acgam[e],export
Enterococcus,Ileum_day_Day7,1e-06,EX_3mop(e),-49.02065281273692,0.26119402985074625,3mop[e],import
Enterococcus,Ileum_day_Day7,1e-06,EX_MGlcn165(e),0.0022353458058724895,0.26119402985074625,MGlcn165[e],export
Enterococcus,Ileum_day_Day7,1e-06,EX_adn(e),-50.30876707501257,0.26119402985074625,adn[e],import
Enterococcus,Ileum_day_Day7,1e-06,EX_MGlcn68(e),-0.003354533748975302,0.26119402985074625,MGlcn68[e],import
Enterococcus,Ileum_day_Day7,1e-06,EX_h2(e),-0.7097650488748962,0.26119402985074625,h2[e],import
Enterococcus,Ileum_day_Day7,1e-06,EX_tyr_L(e),0.03464841121250476,0.26119402985074625,tyr_L[e],export
Enterococcus,Ileum_day_Day7,1e-06,EX_dad_2(e),-49.35115921547743,0.26119402985074625,dad_2[e],import
Enterococcus,Ileum_day_Day7,1e-06,EX_core3(e),-0.002555435592501744,0.26119402985074625,core3[e],import
Enterococcus,Ileum_day_Day7,1e-06,EX_arg_L(e),-90.1247805646856,0.26119402985074625,arg_L[e],import
Enterococcus,Ileum_day_Day7,1e-06,EX_dcyt(e),105.35366378154193,0.26119402985074625,dcyt[e],export
Enterococcus,Ileum_day_Day7,1e-06,EX_k(e),-2.8704455496000276e-06,0.26119402985074625,k[e],import
Enterococcus,Ileum_day_Day7,1e-06,EX_ppa(e),0.08662179205335,0.26119402985074625,ppa[e],export
Enterococcus,Ileum_day_Day7,1e-06,EX_lac_D(e),142.60142886180992,0.26119402985074625,lac_D[e],export
Enterococcus,Ileum_day_Day7,1e-06,EX_fol(e),2.27053724597559e-05,0.26119402985074625,fol[e],export
Enterococcus,Ileum_day_Day7,1e-06,EX_mnl(e),-67.0692742047341,0.26119402985074625,mnl[e],import
Enterococcus,Ileum_day_Day7,1e-06,EX_acald(e),-26.634441115065236,0.26119402985074625,acald[e],import
Enterococcus,Ileum_day_Day7,1e-06,EX_Tn_antigen(e),0.03576775589505847,0.26119402985074625,Tn_antigen[e],export
Enterococcus,Ileum_day_Day7,1e-06,EX_rib_D(e),-18.383961618022745,0.26119402985074625,rib_D[e],import
Enterococcus,Ileum_day_Day7,1e-06,EX_mal_L(e),25.52874128466635,0.26119402985074625,mal_L[e],export
Enterococcus,Ileum_day_Day7,1e-06,EX_fru(e),-56.814326876507984,0.26119402985074625,fru[e],import
Enterococcus,Ileum_day_Day7,1e-06,EX_MGlcn3(e),0.0026965233759697347,0.26119402985074625,MGlcn3[e],export
Enterococcus,Ileum_day_Day7,1e-06,EX_ser_L(e),-9.011853335513713,0.26119402985074625,ser_L[e],import
Enterococcus,Ileum_day_Day7,1e-06,EX_MGlcn2(e),0.003612661888135847,0.26119402985074625,MGlcn2[e],export
Enterococcus,Ileum_day_Day7,1e-06,EX_gcald(e),-0.1346489097578732,0.26119402985074625,gcald[e],import
Enterococcus,Ileum_day_Day7,1e-06,EX_MGlcn177(e),0.0007313163888907333,0.26119402985074625,MGlcn177[e],export
Enterococcus,Ileum_day_Day7,1e-06,EX_sTn_antigen(e),0.008079435509265046,0.26119402985074625,sTn_antigen[e],export
Enterococcus,Ileum_day_Day7,1e-06,EX_cytd(e),-18.981094238485664,0.26119402985074625,cytd[e],import
Enterococcus,Ileum_day_Day7,1e-06,EX_12ppd_S(e),-0.016840899453929557,0.26119402985074625,12ppd_S[e],import
Enterococcus,Ileum_day_Day7,1e-06,EX_ins(e),-51.39724992521794,0.26119402985074625,ins[e],import
Enterococcus,Ileum_day_Day7,1e-06,EX_met_L(e),-0.67830579923414,0.26119402985074625,met_L[e],import
Enterococcus,Ileum_day_Day7,1e-06,EX_ade(e),41.42795718509954,0.26119402985074625,ade[e],export
Enterococcus,Ileum_day_Day7,1e-06,EX_2obut(e),-12.773775401584736,0.26119402985074625,2obut[e],import
Enterococcus,Ileum_day_Day7,1e-06,EX_amp(e),-0.0024121905033448535,0.26119402985074625,amp[e],import
Enterococcus,Ileum_day_Day7,1e-06,EX_bhb(e),0.29246541339377946,0.26119402985074625,bhb[e],export
Enterococcus,Ileum_day_Day7,1e-06,EX_mqn8(e),0.0059033109540562725,0.26119402985074625,mqn8[e],export
Enterococcus,Ileum_day_Day7,1e-06,EX_tdchola(e),-0.003623734559996631,0.26119402985074625,tdchola[e],import
Enterococcus,Ileum_day_Day7,1e-06,EX_diact(e),0.01489230401897144,0.26119402985074625,diact[e],export
Enterococcus,Ileum_day_Day7,1e-06,EX_actn_R(e),-59.07733487032705,0.26119402985074625,actn_R[e],import
Shigella,Ileum_day_Day7,1e-06,EX_tym(e),0.29568247719425456,0.011940298507462687,tym[e],export
Shigella,Ileum_day_Day7,1e-06,EX_orn(e),-66.94085442079134,0.011940298507462687,orn[e],import
Shigella,Ileum_day_Day7,1e-06,EX_his_L(e),-0.00030751267828423603,0.011940298507462687,his_L[e],import
Shigella,Ileum_day_Day7,1e-06,EX_ocdca(e),-0.00012121890493297418,0.011940298507462687,ocdca[e],import
Shigella,Ileum_day_Day7,1e-06,EX_gln_L(e),-26.416255785343626,0.011940298507462687,gln_L[e],import
Shigella,Ileum_day_Day7,1e-06,EX_o2(e),-96.54203619764546,0.011940298507462687,o2[e],import
Shigella,Ileum_day_Day7,1e-06,EX_acnam(e),-3.964687088908387,0.011940298507462687,acnam[e],import
Shigella,Ileum_day_Day7,1e-06,EX_7ocholate(e),-4.12106806518381,0.011940298507462687,7ocholate[e],import
Shigella,Ileum_day_Day7,1e-06,EX_gly(e),-29.018217124813997,0.011940298507462687,gly[e],import
Shigella,Ileum_day_Day7,1e-06,EX_trp_L(e),-71.79135503104864,0.011940298507462687,trp_L[e],import
Shigella,Ileum_day_Day7,1e-06,EX_urea(e),46.14720221953727,0.011940298507462687,urea[e],export
Shigella,Ileum_day_Day7,1e-06,EX_ttdca(e),-0.00036744564677673584,0.011940298507462687,ttdca[e],import
Shigella,Ileum_day_Day7,1e-06,EX_h2s(e),-27.716813447096552,0.011940298507462687,h2s[e],import
Shigella,Ileum_day_Day7,1e-06,EX_7dhcdchol(e),-4.010956898764104,0.011940298507462687,7dhcdchol[e],import
Shigella,Ileum_day_Day7,1e-06,EX_succ(e),13.845425543640774,0.011940298507462687,succ[e],export
Shigella,Ileum_day_Day7,1e-06,EX_glu_L(e),-41.757162297735015,0.011940298507462687,glu_L[e],import
Shigella,Ileum_day_Day7,1e-06,EX_4abut(e),553.0986987887284,0.011940298507462687,4abut[e],export
Shigella,Ileum_day_Day7,1e-06,EX_pi(e),183.49117956374363,0.011940298507462687,pi[e],export
Shigella,Ileum_day_Day7,1e-06,EX_glyclt(e),-28.58587228083628,0.011940298507462687,glyclt[e],import
Shigella,Ileum_day_Day7,1e-06,EX_dgsn(e),-24.37739433421393,0.011940298507462687,dgsn[e],import
Shigella,Ileum_day_Day7,1e-06,EX_C02528(e),4.010956898764104,0.011940298507462687,C02528[e],export
Shigella,Ileum_day_Day7,1e-06,EX_thymd(e),0.005373413601362455,0.011940298507462687,thymd[e],export
Shigella,Ileum_day_Day7,1e-06,EX_indole(e),71.81723068133124,0.011940298507462687,indole[e],export
Shigella,Ileum_day_Day7,1e-06,EX_cit(e),-89.18865914097991,0.011940298507462687,cit[e],import
Shigella,Ileum_day_Day7,1e-06,EX_pro_L(e),-41.71162497488745,0.011940298507462687,pro_L[e],import
Shigella,Ileum_day_Day7,1e-06,EX_gua(e),-7.207530762286806,0.011940298507462687,gua[e],import
Shigella,Ileum_day_Day7,1e-06,EX_so4(e),-3.4793438588891405e-05,0.011940298507462687,so4[e],import
Shigella,Ileum_day_Day7,1e-06,EX_glyc3p(e),-90.36150793910603,0.011940298507462687,glyc3p[e],import
Shigella,Ileum_day_Day7,1e-06,EX_lys_L(e),0.1044424760345158,0.011940298507462687,lys_L[e],export
Shigella,Ileum_day_Day7,1e-06,EX_hxan(e),-8.146619453698735,0.011940298507462687,hxan[e],import
Shigella,Ileum_day_Day7,1e-06,EX_ca2(e),-3.4732722020862266e-05,0.011940298507462687,ca2[e],import
Shigella,Ileum_day_Day7,1e-06,EX_cgly(e),-0.010586161434362721,0.011940298507462687,cgly[e],import
Shigella,Ileum_day_Day7,1e-06,EX_co2(e),873.3122848530629,0.011940298507462687,co2[e],export
Shigella,Ileum_day_Day7,1e-06,EX_h2o(e),-10.145853838540928,0.011940298507462687,h2o[e],import
Shigella,Ileum_day_Day7,1e-06,EX_cl(e),-3.4732721092236e-05,0.011940298507462687,cl[e],import
Shigella,Ileum_day_Day7,1e-06,EX_for(e),281.38823443310787,0.011940298507462687,for[e],export
Shigella,Ileum_day_Day7,1e-06,EX_val_L(e),152.9285137133491,0.011940298507462687,val_L[e],export
Shigella,Ileum_day_Day7,1e-06,EX_h(e),547.4838647470665,0.011940298507462687,h[e],export
Shigella,Ileum_day_Day7,1e-06,EX_glyc(e),-84.24651564465113,0.011940298507462687,glyc[e],import
Shigella,Ileum_day_Day7,1e-06,EX_gal(e),-1.1923687753718257,0.011940298507462687,gal[e],import
Shigella,Ileum_day_Day7,1e-06,EX_cholate(e),4.121068065184118,0.011940298507462687,cholate[e],export
Shigella,Ileum_day_Day7,1e-06,EX_asn_L(e),-92.09541841106157,0.011940298507462687,asn_L[e],import
Shigella,Ileum_day_Day7,1e-06,EX_ura(e),-7.064392316228158,0.011940298507462687,ura[e],import
Shigella,Ileum_day_Day7,1e-06,EX_mg2(e),-3.471735880913116e-05,0.011940298507462687,mg2[e],import
Shigella,Ileum_day_Day7,1e-06,EX_ala_D(e),12.851529354224194,0.011940298507462687,ala_D[e],export
Shigella,Ileum_day_Day7,1e-06,EX_gsn(e),142.23218155941237,0.011940298507462687,gsn[e],export
Shigella,Ileum_day_Day7,1e-06,EX_nac(e),0.2525541362897645,0.011940298507462687,nac[e],export
Shigella,Ileum_day_Day7,1e-06,EX_xan(e),-6.419163567072216,0.011940298507462687,xan[e],import
Shigella,Ileum_day_Day7,1e-06,EX_4hbz(e),0.4463236209297513,0.011940298507462687,4hbz[e],export
Shigella,Ileum_day_Day7,1e-06,EX_nh4(e),126.57821973656885,0.011940298507462687,nh4[e],export
Shigella,Ileum_day_Day7,1e-06,EX_cobalt2(e),-3.47320184723982e-05,0.011940298507462687,cobalt2[e],import
Shigella,Ileum_day_Day7,1e-06,EX_ile_L(e),-23.435714938545,0.011940298507462687,ile_L[e],import
Shigella,Ileum_day_Day7,1e-06,EX_uri(e),4.248673436689491,0.011940298507462687,uri[e],export
Shigella,Ileum_day_Day7,1e-06,EX_spmd(e),0.0006958889031861351,0.011940298507462687,spmd[e],export
Shigella,Ileum_day_Day7,1e-06,EX_asp_L(e),-88.59891924139797,0.011940298507462687,asp_L[e],import
Shigella,Ileum_day_Day7,1e-06,EX_lac_L(e),26.298487240321535,0.011940298507462687,lac_L[e],export
Shigella,Ileum_day_Day7,1e-06,EX_hdca(e),-0.00014182129817339394,0.011940298507462687,hdca[e],import
Shigella,Ileum_day_Day7,1e-06,EX_cys_L(e),27.724899032015358,0.011940298507462687,cys_L[e],export
Shigella,Ileum_day_Day7,1e-06,EX_26dap_M(e),-0.10792475571679645,0.011940298507462687,26dap_M[e],import
Shigella,Ileum_day_Day7,1e-06,EX_ac(e),968.9261927767999,0.011940298507462687,ac[e],export
Shigella,Ileum_day_Day7,1e-06,EX_etoh(e),-3.7827155517393325,0.011940298507462687,etoh[e],import
Shigella,Ileum_day_Day7,1e-06,EX_phe_L(e),58.66859917814599,0.011940298507462687,phe_L[e],export
Shigella,Ileum_day_Day7,1e-06,EX_zn2(e),-3.4732723345578157e-05,0.011940298507462687,zn2[e],import
Shigella,Ileum_day_Day7,1e-06,EX_gthrd(e),-3.473272221803198e-05,0.011940298507462687,gthrd[e],import
Shigella,Ileum_day_Day7,1e-06,EX_ala_L(e),12.821206614780934,0.011940298507462687,ala_L[e],export
Shigella,Ileum_day_Day7,1e-06,EX_thr_L(e),-75.70122935139587,0.011940298507462687,thr_L[e],import
Shigella,Ileum_day_Day7,1e-06,EX_nmn(e),-0.2525541365172,0.011940298507462687,nmn[e],import
Shigella,Ileum_day_Day7,1e-06,EX_2hyoxplac(e),0.28902260660843015,0.011940298507462687,2hyoxplac[e],export
Shigella,Ileum_day_Day7,1e-06,EX_g6p(e),-92.88570519501515,0.011940298507462687,g6p[e],import
Shigella,Ileum_day_Day7,1e-06,EX_acac(e),-1.526620261286578,0.011940298507462687,acac[e],import
Shigella,Ileum_day_Day7,1e-06,EX_leu_L(e),0.9649401273651651,0.011940298507462687,leu_L[e],export
Shigella,Ileum_day_Day7,1e-06,EX_acgam(e),-88.42181635403819,0.011940298507462687,acgam[e],import
Shigella,Ileum_day_Day7,1e-06,EX_3mop(e),27.09735040787587,0.011940298507462687,3mop[e],export
Shigella,Ileum_day_Day7,1e-06,EX_adn(e),-79.2496052135642,0.011940298507462687,adn[e],import
Shigella,Ileum_day_Day7,1e-06,EX_mn2(e),-3.4732721029221625e-05,0.011940298507462687,mn2[e],import
Shigella,Ileum_day_Day7,1e-06,EX_tyr_L(e),-58.824759238409435,0.011940298507462687,tyr_L[e],import
Shigella,Ileum_day_Day7,1e-06,EX_dad_2(e),-4.2819525056686105,0.011940298507462687,dad_2[e],import
Shigella,Ileum_day_Day7,1e-06,EX_arg_L(e),-56.584508101760186,0.011940298507462687,arg_L[e],import
Shigella,Ileum_day_Day7,1e-06,EX_dcyt(e),88.92364399810471,0.011940298507462687,dcyt[e],export
Shigella,Ileum_day_Day7,1e-06,EX_pydxn(e),-1.7286302151726203e-05,0.011940298507462687,pydxn[e],import
Shigella,Ileum_day_Day7,1e-06,EX_k(e),-3.477608471558962e-05,0.011940298507462687,k[e],import
Shigella,Ileum_day_Day7,1e-06,EX_ppa(e),3.5489561304766326,0.011940298507462687,ppa[e],export
Shigella,Ileum_day_Day7,1e-06,EX_akg(e),35.07544496801124,0.011940298507462687,akg[e],export
Shigella,Ileum_day_Day7,1e-06,EX_lac_D(e),33.04126328957288,0.011940298507462687,lac_D[e],export
Shigella,Ileum_day_Day7,1e-06,EX_mnl(e),-91.35078216915035,0.011940298507462687,mnl[e],import
Shigella,Ileum_day_Day7,1e-06,EX_acald(e),81.52995444433797,0.011940298507462687,acald[e],export
Shigella,Ileum_day_Day7,1e-06,EX_rib_D(e),-75.73350720467096,0.011940298507462687,rib_D[e],import
Shigella,Ileum_day_Day7,1e-06,EX_mal_L(e),-86.04480504418336,0.011940298507462687,mal_L[e],import
Shigella,Ileum_day_Day7,1e-06,EX_fru(e),-90.81868893641933,0.011940298507462687,fru[e],import
Shigella,Ileum_day_Day7,1e-06,EX_ser_L(e),-64.82511216907275,0.011940298507462687,ser_L[e],import
Shigella,Ileum_day_Day7,1e-06,EX_gcald(e),19.514635014877754,0.011940298507462687,gcald[e],export
Shigella,Ileum_day_Day7,1e-06,EX_ptrc(e),58.394959167948336,0.011940298507462687,ptrc[e],export
Shigella,Ileum_day_Day7,1e-06,EX_cu2(e),-3.4732721523212026e-05,0.011940298507462687,cu2[e],import
Shigella,Ileum_day_Day7,1e-06,EX_cytd(e),-86.11561990959498,0.011940298507462687,cytd[e],import
Shigella,Ileum_day_Day7,1e-06,EX_ins(e),-12.420335751314555,0.011940298507462687,ins[e],import
Shigella,Ileum_day_Day7,1e-06,EX_fum(e),-83.77833302683597,0.011940298507462687,fum[e],import
Shigella,Ileum_day_Day7,1e-06,EX_met_L(e),-0.0005524712335630316,0.011940298507462687,met_L[e],import
Enterococcus,Jejunum_Day14,1e-06,EX_tym(e),0.09244461623198137,0.08390410958904108,tym[e],export
Enterococcus,Jejunum_Day14,1e-06,EX_MGlcn143(e),2.0714167154975395e-06,0.08390410958904108,MGlcn143[e],export
Enterococcus,Jejunum_Day14,1e-06,EX_orn(e),-88.10737306276407,0.08390410958904108,orn[e],import
Enterococcus,Jejunum_Day14,1e-06,EX_MGlcn116(e),1.3765285955070332e-06,0.08390410958904108,MGlcn116[e],export
Enterococcus,Jejunum_Day14,1e-06,EX_his_L(e),-26.534577397810356,0.08390410958904108,his_L[e],import
Enterococcus,Jejunum_Day14,1e-06,EX_ocdca(e),46.65908031436832,0.08390410958904108,ocdca[e],export
Enterococcus,Jejunum_Day14,1e-06,EX_taur(e),0.0086529312281574,0.08390410958904108,taur[e],export
Enterococcus,Jejunum_Day14,1e-06,EX_gln_L(e),-88.47842066954925,0.08390410958904108,gln_L[e],import
Enterococcus,Jejunum_Day14,1e-06,EX_o2(e),-78.83239149008514,0.08390410958904108,o2[e],import
Enterococcus,Jejunum_Day14,1e-06,EX_MGlcn185(e),-0.009085747046755523,0.08390410958904108,MGlcn185[e],import
Enterococcus,Jejunum_Day14,1e-06,EX_MGlcn66(e),-0.041718208402349716,0.08390410958904108,MGlcn66[e],import
Enterococcus,Jejunum_Day14,1e-06,EX_gly(e),-16.87528074145964,0.08390410958904108,gly[e],import
Enterococcus,Jejunum_Day14,1e-06,EX_trp_L(e),0.0056921317835083455,0.08390410958904108,trp_L[e],export
Enterococcus,Jejunum_Day14,1e-06,EX_urea(e),-34.02756640690865,0.08390410958904108,urea[e],import
Enterococcus,Jejunum_Day14,1e-06,EX_MGlcn174_rl(e),-1.2269492483647226e-06,0.08390410958904108,MGlcn174_rl[e],import
Enterococcus,Jejunum_Day14,1e-06,EX_ttdca(e),-9.597627039432384,0.08390410958904108,ttdca[e],import
Enterococcus,Jejunum_Day14,1e-06,EX_thm(e),-1.839651756218905e-06,0.08390410958904108,thm[e],import
Enterococcus,Jejunum_Day14,1e-06,EX_MGlcn171_rl(e),-1.3695953283106112e-06,0.08390410958904108,MGlcn171_rl[e],import
Enterococcus,Jejunum_Day14,1e-06,EX_succ(e),338.80705963634927,0.08390410958904108,succ[e],export
Enterococcus,Jejunum_Day14,1e-06,EX_MGlcn175(e),-0.03067279150808341,0.08390410958904108,MGlcn175[e],import
Enterococcus,Jejunum_Day14,1e-06,EX_glu_L(e),-90.2865243573928,0.08390410958904108,glu_L[e],import
Enterococcus,Jejunum_Day14,1e-06,EX_4abut(e),9.434063621586843,0.08390410958904108,4abut[e],export
Enterococcus,Jejunum_Day14,1e-06,EX_pi(e),41.404000699184884,0.08390410958904108,pi[e],export
Enterococcus,Jejunum_Day14,1e-06,EX_MGlcn175_rl(e),-1.1031048719277461e-06,0.08390410958904108,MGlcn175_rl[e],import
Enterococcus,Jejunum_Day14,1e-06,EX_MGlcn79(e),-1.0139242406245074e-06,0.08390410958904108,MGlcn79[e],import
Enterococcus,Jejunum_Day14,1e-06,EX_dgsn(e),-42.59814704914539,0.08390410958904108,dgsn[e],import
Enterococcus,Jejunum_Day14,1e-06,EX_acnam2a6agal(e),2.5614842876471825e-06,0.08390410958904108,acnam2a6agal[e],export
Enterococcus,Jejunum_Day14,1e-06,EX_C02528(e),0.008652933390858252,0.08390410958904108,C02528[e],export
Enterococcus,Jejunum_Day14,1e-06,EX_thymd(e),0.0017840706496278522,0.08390410958904108,thymd[e],export
Enterococcus,Jejunum_Day14,1e-06,EX_pyr(e),0.0834372549648111,0.08390410958904108,pyr[e],export
Enterococcus,Jejunum_Day14,1e-06,EX_cit(e),-77.62224171242481,0.08390410958904108,cit[e],import
Enterococcus,Jejunum_Day14,1e-06,EX_MGlcn174(e),-0.00925068090021465,0.08390410958904108,MGlcn174[e],import
Enterococcus,Jejunum_Day14,1e-06,EX_pro_L(e),-89.25471310431966,0.08390410958904108,pro_L[e],import
Enterococcus,Jejunum_Day14,1e-06,EX_gua(e),207.7073452613024,0.08390410958904108,gua[e],export
Enterococcus,Jejunum_Day14,1e-06,EX_glyc3p(e),-41.34380817063976,0.08390410958904108,glyc3p[e],import
Enterococcus,Jejunum_Day14,1e-06,EX_lys_L(e),0.04917417363808814,0.08390410958904108,lys_L[e],export
Enterococcus,Jejunum_Day14,1e-06,EX_hxan(e),58.456300973655836,0.08390410958904108,hxan[e],export
Enterococcus,Jejunum_Day14,1e-06,EX_MGlcn20_rl(e),1.7993229685561294e-06,0.08390410958904108,MGlcn20_rl[e],export
Enterococcus,Jejunum_Day14,1e-06,EX_MGlcn178(e),0.009914905894475388,0.08390410958904108,MGlcn178[e],export
Enterococcus,Jejunum_Day14,1e-06,EX_cgly(e),-0.0008177740206817635,0.08390410958904108,cgly[e],import
Enterococcus,Jejunum_Day14,1e-06,EX_co2(e),291.55757150237696,0.08390410958904108,co2[e],export
Enterococcus,Jejunum_Day14,1e-06,EX_MGlcn18(e),-0.029321194780784106,0.08390410958904108,MGlcn18[e],import
Enterococcus,Jejunum_Day14,1e-06,EX_h2o(e),-57.842149999208175,0.08390410958904108,h2o[e],import
Enterococcus,Jejunum_Day14,1e-06,EX_csn(e),-48.4969143901272,0.08390410958904108,csn[e],import
Enterococcus,Jejunum_Day14,1e-06,EX_MGlcn124_rl(e),1.340002946731032e-06,0.08390410958904108,MGlcn124_rl[e],export
Enterococcus,Jejunum_Day14,1e-06,EX_MGlcn193(e),2.398340359033106e-06,0.08390410958904108,MGlcn193[e],export
Enterococcus,Jejunum_Day14,1e-06,EX_for(e),11.536382901929086,0.08390410958904108,for[e],export
Enterococcus,Jejunum_Day14,1e-06,EX_MGlcn151(e),0.003016064014963669,0.08390410958904108,MGlcn151[e],export
Enterococcus,Jejunum_Day14,1e-06,EX_val_L(e),25.66141361783149,0.08390410958904108,val_L[e],export
Enterococcus,Jejunum_Day14,1e-06,EX_MGlcn126(e),-0.007709642868113164,0.08390410958904108,MGlcn126[e],import
Enterococcus,Jejunum_Day14,1e-06,EX_h(e),706.3426784349004,0.08390410958904108,h[e],export
Enterococcus,Jejunum_Day14,1e-06,EX_glyc(e),-67.59034353974026,0.08390410958904108,glyc[e],import
Enterococcus,Jejunum_Day14,1e-06,EX_MGlcn23_rl(e),1.448770434425564e-06,0.08390410958904108,MGlcn23_rl[e],export
Enterococcus,Jejunum_Day14,1e-06,EX_MGlcn5(e),-0.005171072435729487,0.08390410958904108,MGlcn5[e],import
Enterococcus,Jejunum_Day14,1e-06,EX_gal(e),-0.24331923117371995,0.08390410958904108,gal[e],import
Enterococcus,Jejunum_Day14,1e-06,EX_MGlcn108(e),0.02263760128869013,0.08390410958904108,MGlcn108[e],export
Enterococcus,Jejunum_Day14,1e-06,EX_asn_L(e),-6.484657617000166,0.08390410958904108,asn_L[e],import
Enterococcus,Jejunum_Day14,1e-06,EX_MGlcn116_rl(e),1.0025597517411281e-06,0.08390410958904108,MGlcn116_rl[e],export
Enterococcus,Jejunum_Day14,1e-06,EX_ura(e),130.30379436022494,0.08390410958904108,ura[e],export
Enterococcus,Jejunum_Day14,1e-06,EX_ala_D(e),575.0720565539153,0.08390410958904108,ala_D[e],export
Enterococcus,Jejunum_Day14,1e-06,EX_nac(e),0.04974631826742821,0.08390410958904108,nac[e],export
Enterococcus,Jejunum_Day14,1e-06,EX_xan(e),-60.50657300133499,0.08390410958904108,xan[e],import
Enterococcus,Jejunum_Day14,1e-06,EX_4hbz(e),-0.04887593380481966,0.08390410958904108,4hbz[e],import
Enterococcus,Jejunum_Day14,1e-06,EX_nh4(e),17.779496302085406,0.08390410958904108,nh4[e],export
Enterococcus,Jejunum_Day14,1e-06,EX_ile_L(e),28.602714191560125,0.08390410958904108,ile_L[e],export
Enterococcus,Jejunum_Day14,1e-06,EX_uri(e),-61.37103059985536,0.08390410958904108,uri[e],import
Enterococcus,Jejunum_Day14,1e-06,EX_MGlcn22_rl(e),1.014984844184912e-06,0.08390410958904108,MGlcn22_rl[e],export
Enterococcus,Jejunum_Day14,1e-06,EX_MGlcn196(e),1.3754127953726802e-06,0.08390410958904108,MGlcn196[e],export
Enterococcus,Jejunum_Day14,1e-06,EX_MGlcn171(e),-1.5323706948803344e-06,0.08390410958904108,MGlcn171[e],import
Enterococcus,Jejunum_Day14,1e-06,EX_MGlcn166(e),-0.01739977253618902,0.08390410958904108,MGlcn166[e],import
Enterococcus,Jejunum_Day14,1e-06,EX_MGlcn14(e),-0.01961529979603394,0.08390410958904108,MGlcn14[e],import
Enterococcus,Jejunum_Day14,1e-06,EX_MGlcn119(e),0.012982475758085924,0.08390410958904108,MGlcn119[e],export
Enterococcus,Jejunum_Day14,1e-06,EX_asp_L(e),44.966865557631166,0.08390410958904108,asp_L[e],export
Enterococcus,Jejunum_Day14,1e-06,EX_lac_L(e),156.71088260218852,0.08390410958904108,lac_L[e],export
Enterococcus,Jejunum_Day14,1e-06,EX_MGlcn46(e),-1.592120898342862e-06,0.08390410958904108,MGlcn46[e],import
Enterococcus,Jejunum_Day14,1e-06,EX_hdca(e),37.819630509747675,0.08390410958904108,hdca[e],export
Enterococcus,Jejunum_Day14,1e-06,EX_ddca(e),-38.044371376018226,0.08390410958904108,ddca[e],import
Enterococcus,Jejunum_Day14,1e-06,EX_acgal(e),-0.19176304273258393,0.08390410958904108,acgal[e],import
Enterococcus,Jejunum_Day14,1e-06,EX_cys_L(e),36.4010410476753,0.08390410958904108,cys_L[e],export
Enterococcus,Jejunum_Day14,1e-06,EX_26dap_M(e),-0.03076059526814971,0.08390410958904108,26dap_M[e],import
Enterococcus,Jejunum_Day14,1e-06,EX_ac(e),-79.75646780482268,0.08390410958904108,ac[e],import
Enterococcus,Jejunum_Day14,1e-06,EX_etoh(e),-61.00285716856439,0.08390410958904108,etoh[e],import
Enterococcus,Jejunum_Day14,1e-06,EX_MGlcn183(e),0.00909670050050089,0.08390410958904108,MGlcn183[e],export
Enterococcus,Jejunum_Day14,1e-06,EX_phe_L(e),0.1012638846223727,0.08390410958904108,phe_L[e],export
Enterococcus,Jejunum_Day14,1e-06,EX_zn2(e),2.469722009861477e-06,0.08390410958904108,zn2[e],export
Enterococcus,Jejunum_Day14,1e-06,EX_MGlcn65(e),-0.00991481909414004,0.08390410958904108,MGlcn65[e],import
Enterococcus,Jejunum_Day14,1e-06,EX_MGlcn193_rl(e),2.208124077528473e-06,0.08390410958904108,MGlcn193_rl[e],export
Enterococcus,Jejunum_Day14,1e-06,EX_MGlcn12(e),0.03396524351452009,0.08390410958904108,MGlcn12[e],export
